,detid,timestamp,flow,vehicleTypeFlow,speed,vehicleTypeSpeed,occupancy_percentage
291,4139011,2024-03-07T20:05:00.000+01:00,95,anyVehicle,0,,0
292,4139021,2024-03-07T20:05:00.000+01:00,103,anyVehicle,0,,0
293,4139022,2024-03-07T20:05:00.000+01:00,2,anyVehicle,0,,0
294,4140011,2024-03-07T20:05:00.000+01:00,30,anyVehicle,0,,0
295,4140012,2024-03-07T20:05:00.000+01:00,61,anyVehicle,0,,0
296,4140021,2024-03-07T20:05:00.000+01:00,42,anyVehicle,0,,0
297,4140022,2024-03-07T20:05:00.000+01:00,32,anyVehicle,0,,0
298,4141011,2024-03-07T20:05:00.000+01:00,68,anyVehicle,0,,0
299,4141012,2024-03-07T20:05:00.000+01:00,94,anyVehicle,0,,0
300,4141021,2024-03-07T20:05:00.000+01:00,0,anyVehicle,0,,0
301,4141022,2024-03-07T20:05:00.000+01:00,83,anyVehicle,0,,0
302,4142011,2024-03-07T20:05:00.000+01:00,0,anyVehicle,0,,0
303,4142021,2024-03-07T20:05:00.000+01:00,0,anyVehicle,0,,0
304,4144011,2024-03-07T20:05:00.000+01:00,2,anyVehicle,0,,0
305,4144012,2024-03-07T20:05:00.000+01:00,66,anyVehicle,0,,0
306,4144021,2024-03-07T20:05:00.000+01:00,55,anyVehicle,0,,0
307,4144022,2024-03-07T20:05:00.000+01:00,36,anyVehicle,0,,0
308,4145011,2024-03-07T20:05:00.000+01:00,0,anyVehicle,0,,0
309,4145012,2024-03-07T20:05:00.000+01:00,0,anyVehicle,0,,0
310,4145013,2024-03-07T20:05:00.000+01:00,0,anyVehicle,0,,0
311,4145021,2024-03-07T20:05:00.000+01:00,0,anyVehicle,0,,0
312,4145022,2024-03-07T20:05:00.000+01:00,0,anyVehicle,0,,0
313,4145023,2024-03-07T20:05:00.000+01:00,0,anyVehicle,0,,0
314,4146011,2024-03-07T20:05:00.000+01:00,109,anyVehicle,0,,0
315,4146021,2024-03-07T20:05:00.000+01:00,90,anyVehicle,0,,0
316,4147011,2024-03-07T20:05:00.000+01:00,61,anyVehicle,0,,0
317,4147012,2024-03-07T20:05:00.000+01:00,95,anyVehicle,0,,0
318,4147013,2024-03-07T20:05:00.000+01:00,276,anyVehicle,0,,0
319,4147014,2024-03-07T20:05:00.000+01:00,219,anyVehicle,0,,0
320,4147021,2024-03-07T20:05:00.000+01:00,163,anyVehicle,0,,0
321,4147022,2024-03-07T20:05:00.000+01:00,262,anyVehicle,0,,0
322,4147023,2024-03-07T20:05:00.000+01:00,210,anyVehicle,0,,0
323,4148011,2024-03-07T20:05:00.000+01:00,206,anyVehicle,0,,0
324,4148021,2024-03-07T20:05:00.000+01:00,121,anyVehicle,0,,0
325,4149011,2024-03-07T20:05:00.000+01:00,0,anyVehicle,0,,0
326,4149021,2024-03-07T20:05:00.000+01:00,0,anyVehicle,0,,0
327,4149022,2024-03-07T20:05:00.000+01:00,0,anyVehicle,0,,0
328,4150011,2024-03-07T20:05:00.000+01:00,288,anyVehicle,0,,0
329,4150012,2024-03-07T20:05:00.000+01:00,246,anyVehicle,0,,0
330,4150021,2024-03-07T20:05:00.000+01:00,206,anyVehicle,0,,0
331,4150022,2024-03-07T20:05:00.000+01:00,40,anyVehicle,0,,0
332,4150023,2024-03-07T20:05:00.000+01:00,75,anyVehicle,0,,0
333,4150024,2024-03-07T20:05:00.000+01:00,168,anyVehicle,0,,0
334,4150025,2024-03-07T20:05:00.000+01:00,169,anyVehicle,0,,0
335,4151011,2024-03-07T20:05:00.000+01:00,64,anyVehicle,0,,0
336,4151012,2024-03-07T20:05:00.000+01:00,53,anyVehicle,0,,0
337,4151021,2024-03-07T20:05:00.000+01:00,93,anyVehicle,0,,0
338,4151022,2024-03-07T20:05:00.000+01:00,87,anyVehicle,0,,0
339,4152011,2024-03-07T20:05:00.000+01:00,0,anyVehicle,0,,0
340,4152012,2024-03-07T20:05:00.000+01:00,0,anyVehicle,0,,0
341,4152021,2024-03-07T20:05:00.000+01:00,0,anyVehicle,0,,0
342,4152022,2024-03-07T20:05:00.000+01:00,0,anyVehicle,0,,0
343,4153011,2024-03-07T20:05:00.000+01:00,21,anyVehicle,0,,0
344,4153012,2024-03-07T20:05:00.000+01:00,76,anyVehicle,0,,0
345,4153013,2024-03-07T20:05:00.000+01:00,32,anyVehicle,0,,0
346,4153014,2024-03-07T20:05:00.000+01:00,15,anyVehicle,0,,0
347,4153021,2024-03-07T20:05:00.000+01:00,103,anyVehicle,0,,0
348,4153022,2024-03-07T20:05:00.000+01:00,0,anyVehicle,0,,0
349,4153023,2024-03-07T20:05:00.000+01:00,0,anyVehicle,0,,0
