,detid,LZANR,NAME,DET_IND,DET_NAM,dtctr_t,dtctr_l,geometry,lon,lat
1544,10183013,183.0,Einsteinstr./ Leuchtenbergring,13.0,D11,LZA-Detektor,,11.614327 48.136714,11.614327,48.136714
1545,10183014,183.0,Einsteinstr./ Leuchtenbergring,14.0,D12,LZA-Detektor,,11.614204 48.136719,11.614204,48.136719
1546,10183015,183.0,Einsteinstr./ Leuchtenbergring,15.0,D13,LZA-Detektor,,11.614202 48.136735,11.614202,48.136735
1547,10183016,183.0,Einsteinstr./ Leuchtenbergring,16.0,D21,LZA-Detektor,,11.61432 48.136758,11.61432,48.136758
1548,10183017,183.0,Einsteinstr./ Leuchtenbergring,17.0,D31,LZA-Detektor,,11.614781 48.137207,11.614781,48.137207
1549,10183018,183.0,Einsteinstr./ Leuchtenbergring,18.0,D41,LZA-Detektor,,11.614783 48.13732,11.614783,48.13732
1550,10183019,183.0,Einsteinstr./ Leuchtenbergring,19.0,D42,LZA-Detektor,,11.614883 48.137318,11.614883,48.137318
1551,10183020,183.0,Einsteinstr./ Leuchtenbergring,20.0,D51,LZA-Detektor,,11.615692 48.137017,11.615692,48.137017
1552,10183021,183.0,Einsteinstr./ Leuchtenbergring,21.0,D61,LZA-Detektor,,11.615543 48.136988,11.615543,48.136988
1553,10183022,183.0,Einsteinstr./ Leuchtenbergring,22.0,D62,LZA-Detektor,,11.615553 48.136972,11.615553,48.136972
1554,10183023,183.0,Einsteinstr./ Leuchtenbergring,23.0,D81,LZA-Detektor,,11.61521 48.136482,11.61521,48.136482
1555,10183024,183.0,Einsteinstr./ Leuchtenbergring,24.0,D82,LZA-Detektor,,11.615202 48.136431,11.615202,48.136431
1556,10183025,183.0,Einsteinstr./ Leuchtenbergring,25.0,D83,LZA-Detektor,,11.615175 48.136427,11.615175,48.136427
1557,10183026,183.0,Einsteinstr./ Leuchtenbergring,26.0,DV51,LZA-Detektor,,11.615896 48.13685,11.615896,48.13685
1558,10184001,184.0,Hohenzollernplatz / Tengstr.,1.0,D11,LZA-Detektor,,11.569214 48.161209,11.569214,48.161209
1559,10184002,184.0,Hohenzollernplatz / Tengstr.,2.0,D12,LZA-Detektor,,11.568711 48.161224,11.568711,48.161224
1560,10184003,184.0,Hohenzollernplatz / Tengstr.,3.0,D21,LZA-Detektor,,11.568752 48.161102,11.568752,48.161102
1561,10184004,184.0,Hohenzollernplatz / Tengstr.,4.0,D31,LZA-Detektor,,11.568007 48.16116,11.568007,48.16116
1562,10187001,187.0,Frieda-/ Wolfratshauser Str.,1.0,D11,LZA-Detektor,,11.528588 48.080773,11.528588,48.080773
1563,10187002,187.0,Frieda-/ Wolfratshauser Str.,2.0,D12,LZA-Detektor,,11.528623 48.080911,11.528623,48.080911
1564,10187003,187.0,Frieda-/ Wolfratshauser Str.,3.0,D21,LZA-Detektor,,11.528566 48.08096,11.528566,48.08096
1565,10187004,187.0,Frieda-/ Wolfratshauser Str.,4.0,D31,LZA-Detektor,,11.52897 48.081228,11.52897,48.081228
1566,10187005,187.0,Frieda-/ Wolfratshauser Str.,5.0,D41,LZA-Detektor,,11.528734 48.080933,11.528734,48.080933
1567,10190001,190.0,Kurfürstenplatz,1.0,D11,LZA-Detektor,,11.575292 48.159783,11.575292,48.159783
1568,10190002,190.0,Kurfürstenplatz,2.0,D12,LZA-Detektor,,11.575241 48.159782,11.575241,48.159782
1569,10190003,190.0,Kurfürstenplatz,3.0,D22,LZA-Detektor,,11.574201 48.160407,11.574201,48.160407
1570,10190004,190.0,Kurfürstenplatz,4.0,D23,LZA-Detektor,,11.574103 48.160438,11.574103,48.160438
1571,10190005,190.0,Kurfürstenplatz,5.0,D31,LZA-Detektor,,11.574974 48.160862,11.574974,48.160862
1572,10190006,190.0,Kurfürstenplatz,6.0,D41,LZA-Detektor,,11.575634 48.160294,11.575634,48.160294
1573,10190007,190.0,Kurfürstenplatz,7.0,D321,LZA-Detektor,,11.573966 48.160472,11.573966,48.160472
1574,10190008,190.0,Kurfürstenplatz,8.0,D331,LZA-Detektor,,11.57489 48.159918,11.57489,48.159918
1575,10192001,192.0,Amalien-/ Theresienstr.,1.0,D21,LZA-Detektor,,11.576683 48.147576,11.576683,48.147576
1576,10197009,197.0,Ismaninger-/ Sternwartstr.,9.0,D11,LZA-Detektor,,11.602911 48.145869,11.602911,48.145869
1577,10197010,197.0,Ismaninger-/ Sternwartstr.,10.0,D31,LZA-Detektor,,11.603217 48.146372,11.603217,48.146372
1578,10197011,197.0,Ismaninger-/ Sternwartstr.,11.0,D41,LZA-Detektor,,11.603745 48.146467,11.603745,48.146467
1579,10197012,197.0,Ismaninger-/ Sternwartstr.,12.0,D61,LZA-Detektor,,11.603462 48.146028,11.603462,48.146028
1580,10198001,198.0,Baumkirchner-/ Berg-am-Laim-Str.,1.0,D11,LZA-Detektor,,11.630624 48.128387,11.630624,48.128387
1581,10198002,198.0,Baumkirchner-/ Berg-am-Laim-Str.,2.0,D12,LZA-Detektor,,11.630927 48.1283,11.630927,48.1283
1582,10198003,198.0,Baumkirchner-/ Berg-am-Laim-Str.,3.0,D13,LZA-Detektor,,11.630917 48.128284,11.630917,48.128284
1583,10198004,198.0,Baumkirchner-/ Berg-am-Laim-Str.,4.0,D31,LZA-Detektor,,11.629812 48.128385,11.629812,48.128385
1584,10198005,198.0,Baumkirchner-/ Berg-am-Laim-Str.,5.0,D32,LZA-Detektor,,11.629822 48.128396,11.629822,48.128396
1585,10198006,198.0,Baumkirchner-/ Berg-am-Laim-Str.,6.0,D41,LZA-Detektor,,11.630557 48.12849,11.630557,48.12849
1586,10198007,198.0,Baumkirchner-/ Berg-am-Laim-Str.,7.0,D42,LZA-Detektor,,11.630586 48.128483,11.630586,48.128483
1587,10198008,198.0,Baumkirchner-/ Berg-am-Laim-Str.,8.0,D51,LZA-Detektor,,11.630331 48.128275,11.630331,48.128275
1588,10198009,198.0,Baumkirchner-/ Berg-am-Laim-Str.,9.0,D61,LZA-Detektor,,11.630563 48.128368,11.630563,48.128368
1589,10198023,198.0,Baumkirchner-/ Berg-am-Laim-Str.,23.0,DV31,LZA-Detektor,,11.630448 48.12841,11.630448,48.12841
1590,10198024,198.0,Baumkirchner-/ Berg-am-Laim-Str.,24.0,DV32,LZA-Detektor,,11.630439 48.1284,11.630439,48.1284
1591,10199001,199.0,Thomasiusplatz,1.0,D11,LZA-Detektor,,11.601597 48.115417,11.601597,48.115417
1592,10199002,199.0,Thomasiusplatz,2.0,D12,LZA-Detektor,,11.601576 48.11544,11.601576,48.11544
1593,10199003,199.0,Thomasiusplatz,3.0,D21,LZA-Detektor,,11.601691 48.11552,11.601691,48.11552
1594,10199004,199.0,Thomasiusplatz,4.0,D31,LZA-Detektor,,11.601832 48.116196,11.601832,48.116196
1595,10199005,199.0,Thomasiusplatz,5.0,D32,LZA-Detektor,,11.601871 48.116207,11.601871,48.116207
1596,10199006,199.0,Thomasiusplatz,6.0,D41,LZA-Detektor,,11.602704 48.116093,11.602704,48.116093
1597,10199007,199.0,Thomasiusplatz,7.0,D42,LZA-Detektor,,11.602722 48.11607,11.602722,48.11607
1598,10199008,199.0,Thomasiusplatz,8.0,D51,LZA-Detektor,,11.602565 48.115982,11.602565,48.115982
1599,10199009,199.0,Thomasiusplatz,9.0,D61,LZA-Detektor,,11.60236 48.11531,11.60236,48.11531
1600,10199010,199.0,Thomasiusplatz,10.0,D62,LZA-Detektor,,11.60232 48.115307,11.60232,48.115307
1601,10199027,199.0,Thomasiusplatz,27.0,DV11,LZA-Detektor,,11.601581 48.115555,11.601581,48.115555
1602,10199028,199.0,Thomasiusplatz,28.0,DV12,LZA-Detektor,,11.601601 48.115532,11.601601,48.115532
1603,10199029,199.0,Thomasiusplatz,29.0,DV32,LZA-Detektor,,11.601943 48.116226,11.601943,48.116226
1604,10199030,199.0,Thomasiusplatz,30.0,DV33,LZA-Detektor,,11.601909 48.116215,11.601909,48.116215
1605,10199031,199.0,Thomasiusplatz,31.0,DV41,LZA-Detektor,,11.602703 48.115955,11.602703,48.115955
1606,10199032,199.0,Thomasiusplatz,32.0,DV42,LZA-Detektor,,11.602681 48.11598,11.602681,48.11598
1607,10199033,199.0,Thomasiusplatz,33.0,DV62,LZA-Detektor,,11.602242 48.11538,11.602242,48.11538
1608,10204001,204.0,Cornelius-/ Müllerstr.,1.0,D11,LZA-Detektor,,11.574645 48.133247,11.574645,48.133247
1609,10204002,204.0,Cornelius-/ Müllerstr.,2.0,D12,LZA-Detektor,,11.574679 48.133247,11.574679,48.133247
1610,10204003,204.0,Cornelius-/ Müllerstr.,3.0,D21,LZA-Detektor,,11.574685 48.13266,11.574685,48.13266
1611,10204004,204.0,Cornelius-/ Müllerstr.,4.0,D31,LZA-Detektor,,11.573915 48.132637,11.573915,48.132637
1612,10204005,204.0,Cornelius-/ Müllerstr.,5.0,D32,LZA-Detektor,,11.573881 48.132633,11.573881,48.132633
1613,10204006,204.0,Cornelius-/ Müllerstr.,6.0,D41,LZA-Detektor,,11.57386 48.13317,11.57386,48.13317
1614,10204007,204.0,Cornelius-/ Müllerstr.,7.0,D42,LZA-Detektor,,11.57399 48.13313,11.57399,48.13313
1615,10220001,220.0,Nymphenburger-/ Pappenheimstr.,1.0,D11,LZA-Detektor,,11.555155 48.149677,11.555155,48.149677
1616,10220002,220.0,Nymphenburger-/ Pappenheimstr.,2.0,D21,LZA-Detektor,,11.55475 48.149586,11.55475,48.149586
1617,10222001,222.0,Brudermühl-/ Thalkirchner Str.,1.0,D11,LZA-Detektor,,11.548087 48.11206,11.548087,48.11206
1618,10222002,222.0,Brudermühl-/ Thalkirchner Str.,2.0,D12,LZA-Detektor,,11.547891 48.112072,11.547891,48.112072
1619,10222003,222.0,Brudermühl-/ Thalkirchner Str.,3.0,D13,LZA-Detektor,,11.548078 48.112114,11.548078,48.112114
1620,10222004,222.0,Brudermühl-/ Thalkirchner Str.,4.0,D14,LZA-Detektor,,11.548319 48.112133,11.548319,48.112133
1621,10222005,222.0,Brudermühl-/ Thalkirchner Str.,5.0,D21,LZA-Detektor,,11.548603 48.11253,11.548603,48.11253
1622,10222006,222.0,Brudermühl-/ Thalkirchner Str.,6.0,D22,LZA-Detektor,,11.548638 48.11253,11.548638,48.11253
1623,10222007,222.0,Brudermühl-/ Thalkirchner Str.,7.0,D23,LZA-Detektor,,11.548676 48.11253,11.548676,48.11253
1624,10222008,222.0,Brudermühl-/ Thalkirchner Str.,8.0,D24,LZA-Detektor,,11.548672 48.11238,11.548672,48.11238
1625,10222009,222.0,Brudermühl-/ Thalkirchner Str.,9.0,D31,LZA-Detektor,,11.5493 48.112263,11.5493,48.112263
1626,10222010,222.0,Brudermühl-/ Thalkirchner Str.,10.0,D32,LZA-Detektor,,11.549305 48.11224,11.549305,48.11224
1627,10222011,222.0,Brudermühl-/ Thalkirchner Str.,11.0,D33,LZA-Detektor,,11.549311 48.112213,11.549311,48.112213
1628,10222012,222.0,Brudermühl-/ Thalkirchner Str.,12.0,D41,LZA-Detektor,,11.548545 48.11182,11.548545,48.11182
1629,10222013,222.0,Brudermühl-/ Thalkirchner Str.,13.0,D42,LZA-Detektor,,11.548509 48.111828,11.548509,48.111828
1630,10235001,235.0,Frankfurter Ring / Knorrstr.,1.0,D11,LZA-Detektor,,11.571829 48.187405,11.571829,48.187405
1631,10235002,235.0,Frankfurter Ring / Knorrstr.,2.0,D12,LZA-Detektor,,11.571828 48.18743,11.571828,48.18743
1632,10235003,235.0,Frankfurter Ring / Knorrstr.,3.0,D13,LZA-Detektor,,11.572125 48.187466,11.572125,48.187466
1633,10235004,235.0,Frankfurter Ring / Knorrstr.,4.0,D21,LZA-Detektor,,11.572551 48.18795,11.572551,48.18795
1634,10235005,235.0,Frankfurter Ring / Knorrstr.,5.0,D22,LZA-Detektor,,11.572592 48.187954,11.572592,48.187954
1635,10235006,235.0,Frankfurter Ring / Knorrstr.,6.0,D23,LZA-Detektor,,11.572632 48.1879,11.572632,48.1879
1636,10235007,235.0,Frankfurter Ring / Knorrstr.,7.0,D31,LZA-Detektor,,11.573459 48.18762,11.573459,48.18762
1637,10235008,235.0,Frankfurter Ring / Knorrstr.,8.0,D32,LZA-Detektor,,11.57346 48.187595,11.57346,48.187595
1638,10235009,235.0,Frankfurter Ring / Knorrstr.,9.0,D33,LZA-Detektor,,11.573462 48.18757,11.573462,48.18757
1639,10235010,235.0,Frankfurter Ring / Knorrstr.,10.0,D41,LZA-Detektor,,11.572762 48.18704,11.572762,48.18704
1640,10235011,235.0,Frankfurter Ring / Knorrstr.,11.0,D42,LZA-Detektor,,11.572725 48.187035,11.572725,48.187035
1641,10235012,235.0,Frankfurter Ring / Knorrstr.,12.0,D43,LZA-Detektor,,11.572679 48.187122,11.572679,48.187122
1642,10236001,236.0,Kazmair-/ Trappentreustr.,1.0,D21,LZA-Detektor,,11.533693 48.134995,11.533693,48.134995
1643,10236002,236.0,Kazmair-/ Trappentreustr.,2.0,D41,LZA-Detektor,,11.534346 48.134983,11.534346,48.134983
1644,10241001,241.0,Nymphenburger-/ Sandstr.,1.0,D21,LZA-Detektor,,11.555629 48.147897,11.555629,48.147897
1645,10241002,241.0,Nymphenburger-/ Sandstr.,2.0,D22,LZA-Detektor,,11.5556 48.147901,11.5556,48.147901
1646,10241004,241.0,Nymphenburger-/ Sandstr.,4.0,D41,LZA-Detektor,,11.55538 48.148118,11.55538,48.148118
1647,10241005,241.0,Nymphenburger-/ Sandstr.,5.0,D51,LZA-Detektor,,11.555799 48.148248,11.555799,48.148248
1648,10241006,241.0,Nymphenburger-/ Sandstr.,6.0,D52,LZA-Detektor,,11.55585 48.148248,11.55585,48.148248
1649,10242001,242.0,Bayer-/ Hermann-Lingg-Str.,1.0,D11,LZA-Detektor,,11.552259 48.13909,11.552259,48.13909
1650,10242002,242.0,Bayer-/ Hermann-Lingg-Str.,2.0,D12,LZA-Detektor,,11.552262 48.139065,11.552262,48.139065
1651,10242003,242.0,Bayer-/ Hermann-Lingg-Str.,3.0,D21,LZA-Detektor,,11.551675 48.13882,11.551675,48.13882
1652,10242004,242.0,Bayer-/ Hermann-Lingg-Str.,4.0,D31,LZA-Detektor,,11.551226 48.139008,11.551226,48.139008
1653,10242015,,,,,,,11.552454 48.13907,11.552454,48.13907
1654,10243001,243.0,Landshuter Allee / Nymphenburger Str.,1.0,D11,LZA-Detektor,,11.53631 48.151806,11.53631,48.151806
1655,10243002,243.0,Landshuter Allee / Nymphenburger Str.,2.0,D12,LZA-Detektor,,11.536311 48.151837,11.536311,48.151837
1656,10243003,243.0,Landshuter Allee / Nymphenburger Str.,3.0,D13,LZA-Detektor,,11.53631 48.151877,11.53631,48.151877
1657,10243004,243.0,Landshuter Allee / Nymphenburger Str.,4.0,D41,LZA-Detektor,,11.536728 48.152288,11.536728,48.152288
1658,10243005,243.0,Landshuter Allee / Nymphenburger Str.,5.0,D42,LZA-Detektor,,11.536774 48.152289,11.536774,48.152289
1659,10243006,243.0,Landshuter Allee / Nymphenburger Str.,6.0,D43,LZA-Detektor,,11.536813 48.152285,11.536813,48.152285
1660,10243007,243.0,Landshuter Allee / Nymphenburger Str.,7.0,D44,LZA-Detektor,,11.536845 48.15213,11.536845,48.15213
1661,10243008,243.0,Landshuter Allee / Nymphenburger Str.,8.0,D51,LZA-Detektor,,11.537749 48.151684,11.537749,48.151684
1662,10243009,243.0,Landshuter Allee / Nymphenburger Str.,9.0,D52,LZA-Detektor,,11.537737 48.151658,11.537737,48.151658
1663,10243010,243.0,Landshuter Allee / Nymphenburger Str.,10.0,D53,LZA-Detektor,,11.537729 48.151635,11.537729,48.151635
1664,10243011,243.0,Landshuter Allee / Nymphenburger Str.,11.0,D71,LZA-Detektor,,11.537199 48.151194,11.537199,48.151194
1665,10243012,243.0,Landshuter Allee / Nymphenburger Str.,12.0,D72,LZA-Detektor,,11.53716 48.151199,11.53716,48.151199
1666,10243013,243.0,Landshuter Allee / Nymphenburger Str.,13.0,D73,LZA-Detektor,,11.537114 48.1512,11.537114,48.1512
1667,10248001,248.0,Landsberger-/ Offenbachstr.,1.0,D11,LZA-Detektor,,11.465762 48.146214,11.465762,48.146214
1668,10248002,248.0,Landsberger-/ Offenbachstr.,2.0,D12,LZA-Detektor,,11.466014 48.146145,11.466014,48.146145
1669,10248004,248.0,Landsberger-/ Offenbachstr.,4.0,D32,LZA-Detektor,,11.465139 48.145836,11.465139,48.145836
1670,10248005,248.0,Landsberger-/ Offenbachstr.,5.0,D41,LZA-Detektor,,11.464525 48.14625,11.464525,48.14625
1671,10248007,248.0,Landsberger-/ Offenbachstr.,7.0,D51,LZA-Detektor,,11.465288 48.14656,11.465288,48.14656
1672,10248008,248.0,Landsberger-/ Offenbachstr.,8.0,D52,LZA-Detektor,,11.465359 48.14664,11.465359,48.14664
1673,10248009,248.0,Landsberger-/ Offenbachstr.,9.0,D53,LZA-Detektor,,11.465402 48.146633,11.465402,48.146633
1674,10249001,249.0,Frankfurter Ring / Ungererstr.,1.0,D11,LZA-Detektor,,11.610653 48.185609,11.610653,48.185609
1675,10249002,249.0,Frankfurter Ring / Ungererstr.,2.0,D12,LZA-Detektor,,11.610538 48.185557,11.610538,48.185557
1676,10249003,249.0,Frankfurter Ring / Ungererstr.,3.0,D13,LZA-Detektor,,11.610488 48.185578,11.610488,48.185578
1677,10249004,249.0,Frankfurter Ring / Ungererstr.,4.0,D21,LZA-Detektor,,11.610222 48.185938,11.610222,48.185938
1678,10249005,249.0,Frankfurter Ring / Ungererstr.,5.0,D22,LZA-Detektor,,11.610108 48.185978,11.610108,48.185978
1679,10249006,249.0,Frankfurter Ring / Ungererstr.,6.0,D31,LZA-Detektor,,11.610309 48.185984,11.610309,48.185984
1680,10249007,249.0,Frankfurter Ring / Ungererstr.,7.0,D32,LZA-Detektor,,11.610324 48.186012,11.610324,48.186012
1681,10249008,249.0,Frankfurter Ring / Ungererstr.,8.0,D41,LZA-Detektor,,11.61112 48.186345,11.61112,48.186345
1682,10249009,249.0,Frankfurter Ring / Ungererstr.,9.0,D42,LZA-Detektor,,11.611251 48.186417,11.611251,48.186417
1683,10249010,249.0,Frankfurter Ring / Ungererstr.,10.0,D51,LZA-Detektor,,11.611492 48.186018,11.611492,48.186018
1684,10249011,249.0,Frankfurter Ring / Ungererstr.,11.0,D52,LZA-Detektor,,11.611731 48.185964,11.611731,48.185964
1685,10249012,249.0,Frankfurter Ring / Ungererstr.,12.0,D53,LZA-Detektor,,11.61172 48.185938,11.61172,48.185938
1686,10249013,249.0,Frankfurter Ring / Ungererstr.,13.0,D61,LZA-Detektor,,11.611453 48.185942,11.611453,48.185942
1687,10249014,249.0,Frankfurter Ring / Ungererstr.,14.0,D62,LZA-Detektor,,11.611444 48.185917,11.611444,48.185917
1688,10249015,249.0,Frankfurter Ring / Ungererstr.,15.0,D71,LZA-Detektor,,11.610772 48.185624,11.610772,48.185624
1689,10250001,250.0,Leopoldstr./ Petuelring,1.0,D11,LZA-Detektor,,11.58511 48.178053,11.58511,48.178053
1690,10250002,250.0,Leopoldstr./ Petuelring,2.0,D12,LZA-Detektor,,11.58515 48.178055,11.58515,48.178055
1691,10250003,250.0,Leopoldstr./ Petuelring,3.0,D13,LZA-Detektor,,11.585189 48.178057,11.585189,48.178057
1692,10250004,250.0,Leopoldstr./ Petuelring,4.0,D14,LZA-Detektor,,11.585233 48.178059,11.585233,48.178059
1693,10250005,250.0,Leopoldstr./ Petuelring,5.0,D21,LZA-Detektor,,11.586199 48.17774,11.586199,48.17774
1694,10250006,250.0,Leopoldstr./ Petuelring,6.0,D22,LZA-Detektor,,11.5862 48.177713,11.5862,48.177713
1695,10250007,250.0,Leopoldstr./ Petuelring,7.0,D23,LZA-Detektor,,11.5862 48.177686,11.5862,48.177686
1696,10250008,250.0,Leopoldstr./ Petuelring,8.0,D24,LZA-Detektor,,11.586204 48.177659,11.586204,48.177659
1697,10250009,250.0,Leopoldstr./ Petuelring,9.0,D31,LZA-Detektor,,11.585525 48.177145,11.585525,48.177145
1698,10250010,250.0,Leopoldstr./ Petuelring,10.0,D32,LZA-Detektor,,11.585478 48.177066,11.585478,48.177066
1699,10250011,250.0,Leopoldstr./ Petuelring,11.0,D33,LZA-Detektor,,11.585521 48.176951,11.585521,48.176951
1700,10250012,250.0,Leopoldstr./ Petuelring,12.0,D34,LZA-Detektor,,11.585481 48.17695,11.585481,48.17695
1701,10250013,250.0,Leopoldstr./ Petuelring,13.0,D41,LZA-Detektor,,11.585437 48.177065,11.585437,48.177065
1702,10250014,250.0,Leopoldstr./ Petuelring,14.0,D42,LZA-Detektor,,11.585395 48.177065,11.585395,48.177065
1703,10250015,250.0,Leopoldstr./ Petuelring,15.0,D43,LZA-Detektor,,11.585358 48.177134,11.585358,48.177134
1704,10250016,250.0,Leopoldstr./ Petuelring,16.0,D51,LZA-Detektor,,11.584176 48.177344,11.584176,48.177344
1705,10250017,250.0,Leopoldstr./ Petuelring,17.0,D52,LZA-Detektor,,11.584271 48.177369,11.584271,48.177369
1706,10250018,250.0,Leopoldstr./ Petuelring,18.0,D53,LZA-Detektor,,11.58427 48.177397,11.58427,48.177397
1707,10250019,250.0,Leopoldstr./ Petuelring,19.0,D54,LZA-Detektor,,11.583784 48.177378,11.583784,48.177378
1708,10250020,250.0,Leopoldstr./ Petuelring,20.0,D61,LZA-Detektor,,11.585025 48.177652,11.585025,48.177652
1709,10250021,250.0,Leopoldstr./ Petuelring,21.0,D62,LZA-Detektor,,11.58506 48.177645,11.58506,48.177645
1710,10250022,250.0,Leopoldstr./ Petuelring,22.0,D63,LZA-Detektor,,11.585098 48.177633,11.585098,48.177633
1711,10250023,250.0,Leopoldstr./ Petuelring,23.0,D64,LZA-Detektor,,11.585138 48.177606,11.585138,48.177606
1712,10250024,250.0,Leopoldstr./ Petuelring,24.0,D71,LZA-Detektor,,11.585429 48.177736,11.585429,48.177736
1713,10250025,250.0,Leopoldstr./ Petuelring,25.0,D72,LZA-Detektor,,11.585433 48.177708,11.585433,48.177708
1714,10250026,250.0,Leopoldstr./ Petuelring,26.0,D73,LZA-Detektor,,11.585437 48.177678,11.585437,48.177678
1715,10250027,250.0,Leopoldstr./ Petuelring,27.0,D74,LZA-Detektor,,11.585439 48.177649,11.585439,48.177649
1716,10250028,250.0,Leopoldstr./ Petuelring,28.0,D81,LZA-Detektor,,11.585543 48.177444,11.585543,48.177444
1717,10250029,250.0,Leopoldstr./ Petuelring,29.0,D82,LZA-Detektor,,11.585502 48.177454,11.585502,48.177454
1718,10250030,250.0,Leopoldstr./ Petuelring,30.0,D83,LZA-Detektor,,11.585459 48.177465,11.585459,48.177465
1719,10250031,250.0,Leopoldstr./ Petuelring,31.0,D91,LZA-Detektor,,11.585141 48.177301,11.585141,48.177301
1720,10250032,250.0,Leopoldstr./ Petuelring,32.0,D92,LZA-Detektor,,11.585152 48.177345,11.585152,48.177345
1721,10250033,250.0,Leopoldstr./ Petuelring,33.0,D101,LZA-Detektor,,11.585195 48.177369,11.585195,48.177369
1722,10250034,250.0,Leopoldstr./ Petuelring,34.0,D102,LZA-Detektor,,11.585162 48.177396,11.585162,48.177396
1723,10253001,253.0,Hechtseestr./ Innsbrucker Ring,1.0,D11,LZA-Detektor,,11.617585 48.11485,11.617585,48.11485
1724,10253002,253.0,Hechtseestr./ Innsbrucker Ring,2.0,D12,LZA-Detektor,,11.61755 48.114857,11.61755,48.114857
1725,10253003,253.0,Hechtseestr./ Innsbrucker Ring,3.0,D13,LZA-Detektor,,11.617513 48.114864,11.617513,48.114864
1726,10253004,253.0,Hechtseestr./ Innsbrucker Ring,4.0,D21,LZA-Detektor,,11.617055 48.115475,11.617055,48.115475
1727,10253005,253.0,Hechtseestr./ Innsbrucker Ring,5.0,D22,LZA-Detektor,,11.617066 48.1155,11.617066,48.1155
1728,10253006,253.0,Hechtseestr./ Innsbrucker Ring,6.0,D31,LZA-Detektor,,11.61786 48.11589,11.61786,48.11589
1729,10253007,253.0,Hechtseestr./ Innsbrucker Ring,7.0,D32,LZA-Detektor,,11.617897 48.115883,11.617897,48.115883
1730,10253008,253.0,Hechtseestr./ Innsbrucker Ring,8.0,D33,LZA-Detektor,,11.617932 48.115875,11.617932,48.115875
1731,10253009,253.0,Hechtseestr./ Innsbrucker Ring,9.0,D41,LZA-Detektor,,11.618167 48.115295,11.618167,48.115295
1732,10253010,253.0,Hechtseestr./ Innsbrucker Ring,10.0,D42,LZA-Detektor,,11.618154 48.115273,11.618154,48.115273
1733,10259001,259.0,Leopold-/ Potsdamer Str.,1.0,D11,LZA-Detektor,,11.586406 48.16696,11.586406,48.16696
1734,10259002,259.0,Leopold-/ Potsdamer Str.,2.0,D12,LZA-Detektor,,11.586365 48.166814,11.586365,48.166814
1735,10259003,259.0,Leopold-/ Potsdamer Str.,3.0,D13,LZA-Detektor,,11.586324 48.166809,11.586324,48.166809
1736,10259004,259.0,Leopold-/ Potsdamer Str.,4.0,D21,LZA-Detektor,,11.585704 48.16727,11.585704,48.16727
1737,10259005,259.0,Leopold-/ Potsdamer Str.,5.0,D22,LZA-Detektor,,11.585699 48.167293,11.585699,48.167293
1738,10259006,259.0,Leopold-/ Potsdamer Str.,6.0,D31,LZA-Detektor,,11.586086 48.167706,11.586086,48.167706
1739,10259007,259.0,Leopold-/ Potsdamer Str.,7.0,D32,LZA-Detektor,,11.586117 48.167846,11.586117,48.167846
1740,10259008,259.0,Leopold-/ Potsdamer Str.,8.0,D33,LZA-Detektor,,11.586163 48.167842,11.586163,48.167842
1741,10259009,259.0,Leopold-/ Potsdamer Str.,9.0,D34,LZA-Detektor,,11.586262 48.167344,11.586262,48.167344
1742,10259011,259.0,Leopold-/ Potsdamer Str.,11.0,D41,LZA-Detektor,,11.586841 48.167383,11.586841,48.167383
1743,10259012,259.0,Leopold-/ Potsdamer Str.,12.0,D42,LZA-Detektor,,11.586843 48.167358,11.586843,48.167358
1744,10260001,260.0,Parzivalplatz,1.0,D11,LZA-Detektor,,11.586184 48.170713,11.586184,48.170713
1745,10260002,260.0,Parzivalplatz,2.0,D12,LZA-Detektor,,11.586138 48.170712,11.586138,48.170712
1746,10260003,260.0,Parzivalplatz,3.0,D21,LZA-Detektor,,11.586094 48.170782,11.586094,48.170782
1747,10260004,260.0,Parzivalplatz,4.0,D41,LZA-Detektor,,11.585322 48.171083,11.585322,48.171083
1748,10260005,260.0,Parzivalplatz,5.0,D42,LZA-Detektor,,11.585322 48.171106,11.585322,48.171106
1749,10260006,260.0,Parzivalplatz,6.0,D51,LZA-Detektor,,11.585762 48.171627,11.585762,48.171627
1750,10260007,260.0,Parzivalplatz,7.0,D52,LZA-Detektor,,11.585797 48.171655,11.585797,48.171655
1751,10260008,260.0,Parzivalplatz,8.0,D53,LZA-Detektor,,11.585834 48.171655,11.585834,48.171655
1752,10260009,260.0,Parzivalplatz,9.0,D351,LZA-Detektor,,11.585912 48.171603,11.585912,48.171603
1753,10262001,262.0,Lerchenauer-/ Moosacher Str.,1.0,D11,LZA-Detektor,,11.551108 48.185925,11.551108,48.185925
1754,10262002,262.0,Lerchenauer-/ Moosacher Str.,2.0,D12,LZA-Detektor,,11.551084 48.18595,11.551084,48.18595
1755,10262003,262.0,Lerchenauer-/ Moosacher Str.,3.0,D13,LZA-Detektor,,11.550809 48.185986,11.550809,48.185986
1756,10262004,262.0,Lerchenauer-/ Moosacher Str.,4.0,D21,LZA-Detektor,,11.551272 48.18651,11.551272,48.18651
1757,10262005,262.0,Lerchenauer-/ Moosacher Str.,5.0,D22,LZA-Detektor,,11.5513 48.186535,11.5513,48.186535
1758,10262006,262.0,Lerchenauer-/ Moosacher Str.,6.0,D23,LZA-Detektor,,11.551428 48.18638,11.551428,48.18638
