,detid,LZANR,NAME,DET_IND,DET_NAM,dtctr_t,dtctr_l,geometry,lon,lat
376,4153021,,,,,Doppelschleife,lane1,11.456627 48.151764,11.456627,48.151764
377,4153022,,,,,Doppelschleife,lane2,11.456574 48.151787,11.456574,48.151787
378,4153023,,,,,Doppelschleife,lane3,11.456498 48.15178,11.456498,48.15178
379,4154011,,,,,null,lane1,11.469651 48.114773,11.469651,48.114773
380,4154021,,,,,null,lane1,11.469651 48.114876,11.469651,48.114876
381,4155011,,,,,Doppelschleife,lane1,11.477602 48.08878,11.477602,48.08878
382,4155012,,,,,Doppelschleife,lane2,11.477602 48.088837,11.477602,48.088837
383,4155021,,,,,Doppelschleife,lane1,11.477623 48.088966,11.477623,48.088966
384,4155022,,,,,Doppelschleife,lane2,11.477623 48.088924,11.477623,48.088924
385,4157011,,,,,Doppelschleife,lane1,11.571479 48.11066,11.571479,48.11066
386,4157012,,,,,Doppelschleife,lane2,11.571479 48.110706,11.571479,48.110706
387,4157013,,,,,Doppelschleife,lane3,11.571468 48.11074,11.571468,48.11074
388,4157021,,,,,Doppelschleife,lane1,11.57135 48.110847,11.57135,48.110847
389,4157022,,,,,Doppelschleife,lane2,11.571329 48.110813,11.571329,48.110813
390,4157023,,,,,Doppelschleife,lane3,11.571307 48.11077,11.571307,48.11077
391,4158011,,,,,,,11.536771 48.15293,11.536771,48.15293
392,4158012,,,,,Doppelschleife,lane2,11.536814 48.152946,11.536814,48.152946
393,4158021,,,,,Doppelschleife,lane1,11.537275 48.15291,11.537275,48.15291
394,4158022,,,,,Doppelschleife,lane2,11.537222 48.15291,11.537222,48.15291
395,4158023,,,,,Doppelschleife,lane3,11.53719 48.152924,11.53719,48.152924
396,4158024,,,,,,,11.537147 48.152924,11.537147,48.152924
397,4160011,,,,,Doppelschleife,lane1,11.615124 48.141033,11.615124,48.141033
398,4160021,,,,,Doppelschleife,lane1,11.615285 48.141014,11.615285,48.141014
399,4161011,,,,,Doppelschleife,lane1,11.614738 48.1294,11.614738,48.1294
400,4161012,,,,,Doppelschleife,lane2,11.614823 48.12937,11.614823,48.12937
401,4161013,,,,,Doppelschleife,lane3,11.61522 48.129047,11.61522,48.129047
402,4161021,,,,,Doppelschleife,lane1,11.615563 48.129097,11.615563,48.129097
403,4161022,,,,,Doppelschleife,lane2,11.614963 48.129185,11.614963,48.129185
404,4161023,,,,,Doppelschleife,lane3,11.614899 48.129227,11.614899,48.129227
405,4163011,,,,,,,11.58504 48.132164,11.58504,48.132164
406,4163012,,,,,,,11.585115 48.13223,11.585115,48.13223
407,4163021,,,,,,,11.587379 48.131706,11.587379,48.131706
408,4163022,,,,,,,11.587347 48.131634,11.587347,48.131634
409,4164011,,,,,,,11.548615 48.143047,11.548615,48.143047
410,4164021,,,,,,,11.548756 48.14305,11.548756,48.14305
411,4165011,,,,,,,11.577755 48.12664,11.577755,48.12664
412,4165021,,,,,,,11.577894 48.12677,11.577894,48.12677
413,4165022,,,,,,,11.577841 48.126743,11.577841,48.126743
414,4166011,,,,,,,11.595973 48.135937,11.595973,48.135937
415,4166012,,,,,,,11.595984 48.135994,11.595984,48.135994
416,4166021,,,,,,,11.596037 48.13618,11.596037,48.13618
417,4166022,,,,,,,11.596004 48.13613,11.596004,48.13613
418,4167011,,,,,Doppelschleife,lane1,11.53484 48.1453,11.53484,48.1453
419,4167012,,,,,Doppelschleife,lane2,11.534937 48.1453,11.534937,48.1453
420,4167021,,,,,Doppelschleife,lane1,11.534743 48.14052,11.534743,48.14052
421,4167022,,,,,Doppelschleife,lane2,11.534658 48.140526,11.534658,48.140526
422,4168011,,,,,Doppelschleife,lane1,11.466079 48.14865,11.466079,48.14865
423,4168021,,,,,Doppelschleife,lane1,11.466197 48.148636,11.466197,48.148636
424,4169011,,,,,null,lane1,11.503201 48.14553,11.503201,48.14553
425,4169021,,,,,null,lane1,11.503329 48.14553,11.503329,48.14553
426,4170011,,,,,Doppelschleife,lane1,11.624329 48.185432,11.624329,48.185432
427,4170021,,,,,Doppelschleife,lane1,11.624414 48.18559,11.624414,48.18559
428,4171011,,,,,Doppelschleife,lane1,11.597882 48.149387,11.597882,48.149387
429,4171012,,,,,Doppelschleife,lane2,11.597915 48.149437,11.597915,48.149437
430,4171021,,,,,Einfachschleife,lane1,11.59902 48.149075,11.59902,48.149075
431,4171022,,,,,Einfachschleife,lane2,11.598988 48.149044,11.598988,48.149044
432,4172011,,,,,,,11.51909 48.1426,11.51909,48.1426
433,4172021,,,,,Doppelschleife,lane1,11.519208 48.142582,11.519208,48.142582
434,4173011,,,,,Doppelschleife,lane1,11.587122 48.211575,11.587122,48.211575
435,4173012,,,,,Doppelschleife,lane2,11.587196 48.211575,11.587196,48.211575
436,4173013,,,,,Doppelschleife,lane3,11.587272 48.211582,11.587272,48.211582
437,4173021,,,,,Doppelschleife,lane1,11.58754 48.211555,11.58754,48.211555
438,4173022,,,,,Doppelschleife,lane2,11.587476 48.21157,11.587476,48.21157
439,4173023,,,,,Doppelschleife,lane3,11.5874 48.211582,11.5874,48.211582
440,4177011,,,,,,,11.555085 48.14208,11.555085,48.14208
441,4177021,,,,,,,11.555118 48.142136,11.555118,48.142136
442,4178011,,,,,,,11.577293 48.139072,11.577293,48.139072
443,4178021,,,,,,,11.57737 48.139057,11.57737,48.139057
444,4179011,,,,,,,11.623632 48.122036,11.623632,48.122036
445,4179021,,,,,,,11.623696 48.122143,11.623696,48.122143
446,4180011,,,,,,,11.549999 48.168835,11.549999,48.168835
447,4180021,,,,,,,11.550129 48.168877,11.550129,48.168877
448,4181011,,,,,,,11.517792 48.14566,11.517792,48.14566
449,4181021,,,,,,,11.517813 48.14576,11.517813,48.14576
450,4182011,,,,,,,11.536513 48.120224,11.536513,48.120224
451,4182021,,,,,,,11.536524 48.12033,11.536524,48.12033
452,4183011,,,,,,,11.584375 48.131878,11.584375,48.131878
453,4183021,,,,,,,11.584439 48.131847,11.584439,48.131847
454,10002005,2.0,Adalbert-/ Barerstr.,5.0,D11,LZA-Detektor,,11.574642 48.15312,11.574642,48.15312
455,10002006,2.0,Adalbert-/ Barerstr.,6.0,D21,LZA-Detektor,,11.574296 48.153443,11.574296,48.153443
456,10002007,2.0,Adalbert-/ Barerstr.,7.0,D31,LZA-Detektor,,11.574816 48.153452,11.574816,48.153452
457,10002008,2.0,Adalbert-/ Barerstr.,8.0,D32,LZA-Detektor,,11.574754 48.153357,11.574754,48.153357
458,10003001,3.0,Bahnhofplatz Nord,1.0,D11,LZA-Detektor,,11.561273 48.140549,11.561273,48.140549
459,10003002,3.0,Bahnhofplatz Nord,2.0,D21,LZA-Detektor,,11.560488 48.141121,11.560488,48.141121
460,10003003,3.0,Bahnhofplatz Nord,3.0,D51,LZA-Detektor,,11.561852 48.140845,11.561852,48.140845
461,10003004,3.0,Bahnhofplatz Nord,4.0,D71,LZA-Detektor,,11.561181 48.141553,11.561181,48.141553
462,10003005,3.0,Bahnhofplatz Nord,5.0,D72,LZA-Detektor,,11.561225 48.141554,11.561225,48.141554
463,10005001,5.0,Isartorplatz / Zweibrückenstr.,1.0,D11,LZA-Detektor,,11.582552 48.134123,11.582552,48.134123
464,10005002,5.0,Isartorplatz / Zweibrückenstr.,2.0,D12,LZA-Detektor,,11.58248 48.134262,11.58248,48.134262
465,10005003,5.0,Isartorplatz / Zweibrückenstr.,3.0,D13,LZA-Detektor,,11.582618 48.134149,11.582618,48.134149
466,10005004,5.0,Isartorplatz / Zweibrückenstr.,4.0,D21,LZA-Detektor,,11.58337 48.134121,11.58337,48.134121
467,10005005,5.0,Isartorplatz / Zweibrückenstr.,5.0,D22,LZA-Detektor,,11.583458 48.134071,11.583458,48.134071
468,10005006,5.0,Isartorplatz / Zweibrückenstr.,6.0,D31,LZA-Detektor,,11.582686 48.134296,11.582686,48.134296
469,10005007,5.0,Isartorplatz / Zweibrückenstr.,7.0,D32,LZA-Detektor,,11.58265 48.134286,11.58265,48.134286
470,10005008,5.0,Isartorplatz / Zweibrückenstr.,8.0,D51,LZA-Detektor,,11.582527 48.133765,11.582527,48.133765
471,10005009,5.0,Isartorplatz / Zweibrückenstr.,9.0,D52,LZA-Detektor,,11.582513 48.133782,11.582513,48.133782
472,10005010,5.0,Isartorplatz / Zweibrückenstr.,10.0,D53,LZA-Detektor,,11.582452 48.133788,11.582452,48.133788
473,10005011,5.0,Isartorplatz / Zweibrückenstr.,11.0,D71,LZA-Detektor,,11.581691 48.13347,11.581691,48.13347
474,10005012,5.0,Isartorplatz / Zweibrückenstr.,12.0,D91,LZA-Detektor,,11.583785 48.132994,11.583785,48.132994
475,10005013,5.0,Isartorplatz / Zweibrückenstr.,13.0,D92,LZA-Detektor,,11.583765 48.132982,11.583765,48.132982
476,10005014,5.0,Isartorplatz / Zweibrückenstr.,14.0,D101,LZA-Detektor,,11.583042 48.133481,11.583042,48.133481
477,10005015,5.0,Isartorplatz / Zweibrückenstr.,15.0,D371,LZA-Detektor,,11.581863 48.13368,11.581863,48.13368
478,10006001,6.0,Arnulf-/ Seidlstr.,1.0,D411,LZA-Detektor,,11.556595 48.142104,11.556595,48.142104
479,10006002,6.0,Arnulf-/ Seidlstr.,2.0,D421,LZA-Detektor,,11.556161 48.141709,11.556161,48.141709
480,10007001,7.0,Bayer-/ Paul-Heyse-Str.,1.0,D11,LZA-Detektor,,11.556412 48.139241,11.556412,48.139241
481,10007002,7.0,Bayer-/ Paul-Heyse-Str.,2.0,D12,LZA-Detektor,,11.556618 48.139215,11.556618,48.139215
482,10007003,7.0,Bayer-/ Paul-Heyse-Str.,3.0,D21,LZA-Detektor,,11.55601 48.138758,11.55601,48.138758
483,10007004,7.0,Bayer-/ Paul-Heyse-Str.,4.0,D22,LZA-Detektor,,11.555973 48.138762,11.555973,48.138762
484,10007005,7.0,Bayer-/ Paul-Heyse-Str.,5.0,D31,LZA-Detektor,,11.555329 48.139127,11.555329,48.139127
485,10007006,7.0,Bayer-/ Paul-Heyse-Str.,6.0,D32,LZA-Detektor,,11.555326 48.139148,11.555326,48.139148
486,10007007,7.0,Bayer-/ Paul-Heyse-Str.,7.0,D41,LZA-Detektor,,11.55587 48.139507,11.55587,48.139507
487,10007008,7.0,Bayer-/ Paul-Heyse-Str.,8.0,D42,LZA-Detektor,,11.555909 48.139597,11.555909,48.139597
488,10007009,7.0,Bayer-/ Paul-Heyse-Str.,9.0,D421,LZA-Detektor,,11.55622 48.139177,11.55622,48.139177
489,10007029,7.0,Bayer-/ Paul-Heyse-Str.,29.0,D81,LZA-Detektor,,11.556197 48.139782,11.556197,48.139782
490,10008001,8.0,Leonrodplatz,1.0,D21,LZA-Detektor,,11.546784 48.159016,11.546784,48.159016
491,10008002,8.0,Leonrodplatz,2.0,D22,LZA-Detektor,,11.546748 48.159037,11.546748,48.159037
492,10008003,8.0,Leonrodplatz,3.0,D31,LZA-Detektor,,11.547091 48.159209,11.547091,48.159209
493,10008004,8.0,Leonrodplatz,4.0,D32,LZA-Detektor,,11.546968 48.159139,11.546968,48.159139
494,10008005,8.0,Leonrodplatz,5.0,D61,LZA-Detektor,,11.547794 48.159835,11.547794,48.159835
495,10008006,8.0,Leonrodplatz,6.0,D62,LZA-Detektor,,11.54806 48.159926,11.54806,48.159926
496,10008007,8.0,Leonrodplatz,7.0,D71,LZA-Detektor,,11.547857 48.159796,11.547857,48.159796
497,10008008,8.0,Leonrodplatz,8.0,D81,LZA-Detektor,,11.54831 48.158863,11.54831,48.158863
498,10008009,8.0,Leonrodplatz,9.0,D82,LZA-Detektor,,11.54828 48.158843,11.54828,48.158843
499,10008010,8.0,Leonrodplatz,10.0,D83,LZA-Detektor,,11.548251 48.15883,11.548251,48.15883
500,10008011,8.0,Leonrodplatz,11.0,D91,LZA-Detektor,,11.54641 48.160137,11.54641,48.160137
501,10008012,8.0,Leonrodplatz,12.0,D92,LZA-Detektor,,11.546436 48.160152,11.546436,48.160152
502,10008013,8.0,Leonrodplatz,13.0,D93,LZA-Detektor,,11.54647 48.160174,11.54647,48.160174
503,10009001,9.0,Bad-Schachener-/ Hechtseestr.,1.0,D11,LZA-Detektor,,11.629015 48.119105,11.629015,48.119105
504,10009002,9.0,Bad-Schachener-/ Hechtseestr.,2.0,D12,LZA-Detektor,,11.629027 48.119133,11.629027,48.119133
505,10009003,9.0,Bad-Schachener-/ Hechtseestr.,3.0,D21,LZA-Detektor,,11.630099 48.119011,11.630099,48.119011
506,10009004,9.0,Bad-Schachener-/ Hechtseestr.,4.0,D22,LZA-Detektor,,11.629843 48.119032,11.629843,48.119032
507,10009005,9.0,Bad-Schachener-/ Hechtseestr.,5.0,D31,LZA-Detektor,,11.629571 48.118535,11.629571,48.118535
508,10009006,9.0,Bad-Schachener-/ Hechtseestr.,6.0,D32,LZA-Detektor,,11.629531 48.118539,11.629531,48.118539
509,10010001,10.0,Münchner Freiheit,1.0,D11,LZA-Detektor,,11.58635 48.161276,11.58635,48.161276
510,10010002,10.0,Münchner Freiheit,2.0,D12,LZA-Detektor,,11.58629 48.161156,11.58629,48.161156
511,10010003,10.0,Münchner Freiheit,3.0,D13,LZA-Detektor,,11.58628 48.161287,11.58628,48.161287
512,10010004,10.0,Münchner Freiheit,4.0,D31,LZA-Detektor,,11.585641 48.161936,11.585641,48.161936
513,10010005,10.0,Münchner Freiheit,5.0,D32,LZA-Detektor,,11.585646 48.161963,11.585646,48.161963
514,10010006,10.0,Münchner Freiheit,6.0,D61,LZA-Detektor,,11.586936 48.161746,11.586936,48.161746
515,10010007,10.0,Münchner Freiheit,7.0,D121,LZA-Detektor,,11.586254 48.162788,11.586254,48.162788
516,10010008,10.0,Münchner Freiheit,8.0,D122,LZA-Detektor,,11.586286 48.162787,11.586286,48.162787
517,10010009,10.0,Münchner Freiheit,9.0,D123,LZA-Detektor,,11.586329 48.162786,11.586329,48.162786
518,10010010,10.0,Münchner Freiheit,10.0,D311,LZA-Detektor,,11.585828 48.16188,11.585828,48.16188
519,10010011,10.0,Münchner Freiheit,11.0,D321,LZA-Detektor,,11.586308 48.162043,11.586308,48.162043
520,10011001,11.0,Franz-Joseph-/ Leopoldstr.,1.0,D11,LZA-Detektor,,11.584323 48.156815,11.584323,48.156815
521,10011002,11.0,Franz-Joseph-/ Leopoldstr.,2.0,D12,LZA-Detektor,,11.584285 48.156822,11.584285,48.156822
522,10011003,11.0,Franz-Joseph-/ Leopoldstr.,3.0,D21,LZA-Detektor,,11.583937 48.15729,11.583937,48.15729
523,10011004,11.0,Franz-Joseph-/ Leopoldstr.,4.0,D22,LZA-Detektor,,11.583896 48.15735,11.583896,48.15735
524,10011005,11.0,Franz-Joseph-/ Leopoldstr.,5.0,D23,LZA-Detektor,,11.583747 48.15741,11.583747,48.15741
525,10011006,11.0,Franz-Joseph-/ Leopoldstr.,6.0,D24,LZA-Detektor,,11.584136 48.157326,11.584136,48.157326
526,10011007,11.0,Franz-Joseph-/ Leopoldstr.,7.0,D31,LZA-Detektor,,11.584571 48.15768,11.584571,48.15768
527,10011008,11.0,Franz-Joseph-/ Leopoldstr.,8.0,D32,LZA-Detektor,,11.584607 48.157673,11.584607,48.157673
528,10011009,11.0,Franz-Joseph-/ Leopoldstr.,9.0,D33,LZA-Detektor,,11.584586 48.157536,11.584586,48.157536
529,10011010,11.0,Franz-Joseph-/ Leopoldstr.,10.0,D34,LZA-Detektor,,11.584536 48.157425,11.584536,48.157425
530,10011011,11.0,Franz-Joseph-/ Leopoldstr.,11.0,D41,LZA-Detektor,,11.584884 48.157185,11.584884,48.157185
531,10012001,12.0,Odeonsplatz,1.0,D11,LZA-Detektor,,11.577681 48.142991,11.577681,48.142991
532,10012002,12.0,Odeonsplatz,2.0,D21,LZA-Detektor,,11.577726 48.142983,11.577726,48.142983
533,10012003,12.0,Odeonsplatz,3.0,D31,LZA-Detektor,,11.576622 48.142807,11.576622,48.142807
534,10012004,12.0,Odeonsplatz,4.0,D32,LZA-Detektor,,11.576586 48.142847,11.576586,48.142847
535,10012006,12.0,Odeonsplatz,6.0,D411,LZA-Detektor,,11.577561 48.142806,11.577561,48.142806
536,10012007,12.0,Odeonsplatz,7.0,D412,LZA-Detektor,,11.577602 48.142892,11.577602,48.142892
537,10015001,15.0,Orleans-/ Rosenheimer Str.,1.0,D11,LZA-Detektor,,11.600012 48.125088,11.600012,48.125088
538,10015002,15.0,Orleans-/ Rosenheimer Str.,2.0,D12,LZA-Detektor,,11.600067 48.125004,11.600067,48.125004
539,10015003,15.0,Orleans-/ Rosenheimer Str.,3.0,D13,LZA-Detektor,,11.600038 48.124987,11.600038,48.124987
540,10015004,15.0,Orleans-/ Rosenheimer Str.,4.0,D14,LZA-Detektor,,11.600273 48.124942,11.600273,48.124942
541,10015005,15.0,Orleans-/ Rosenheimer Str.,5.0,D21,LZA-Detektor,,11.599211 48.125031,11.599211,48.125031
542,10015006,15.0,Orleans-/ Rosenheimer Str.,6.0,D22,LZA-Detektor,,11.599129 48.125039,11.599129,48.125039
543,10015007,15.0,Orleans-/ Rosenheimer Str.,7.0,D23,LZA-Detektor,,11.599099 48.125061,11.599099,48.125061
544,10015008,15.0,Orleans-/ Rosenheimer Str.,8.0,D31,LZA-Detektor,,11.598976 48.125489,11.598976,48.125489
545,10015009,15.0,Orleans-/ Rosenheimer Str.,9.0,D32,LZA-Detektor,,11.59901 48.125508,11.59901,48.125508
546,10015010,15.0,Orleans-/ Rosenheimer Str.,10.0,D33,LZA-Detektor,,11.599252 48.12538,11.599252,48.12538
547,10015011,15.0,Orleans-/ Rosenheimer Str.,11.0,D41,LZA-Detektor,,11.599774 48.125607,11.599774,48.125607
548,10015012,15.0,Orleans-/ Rosenheimer Str.,12.0,D81,LZA-Detektor,,11.599804 48.125594,11.599804,48.125594
549,10015013,15.0,Orleans-/ Rosenheimer Str.,13.0,DV21,LZA-Detektor,,11.599076 48.12508,11.599076,48.12508
550,10016001,16.0,Rosenheimer Platz,1.0,D11,LZA-Detektor,,11.593374 48.128878,11.593374,48.128878
551,10016002,16.0,Rosenheimer Platz,2.0,D12,LZA-Detektor,,11.593406 48.128898,11.593406,48.128898
552,10016003,16.0,Rosenheimer Platz,3.0,D13,LZA-Detektor,,11.593434 48.128913,11.593434,48.128913
553,10016004,16.0,Rosenheimer Platz,4.0,D21,LZA-Detektor,,11.594073 48.128988,11.594073,48.128988
554,10016005,16.0,Rosenheimer Platz,5.0,DV21,LZA-Detektor,,11.594131 48.128765,11.594131,48.128765
555,10016006,,,,,,,11.59449 48.128293,11.59449,48.128293
556,10016007,16.0,Rosenheimer Platz,7.0,D32,LZA-Detektor,,11.594462 48.128275,11.594462,48.128275
557,10016008,16.0,Rosenheimer Platz,8.0,D33,LZA-Detektor,,11.59417 48.128434,11.59417,48.128434
558,10016009,16.0,Rosenheimer Platz,9.0,D34,LZA-Detektor,,11.593535 48.128951,11.593535,48.128951
559,10016010,16.0,Rosenheimer Platz,10.0,D35,LZA-Detektor,,11.593506 48.128935,11.593506,48.128935
560,10016011,16.0,Rosenheimer Platz,11.0,D51,LZA-Detektor,,11.593731 48.128211,11.593731,48.128211
561,10016012,16.0,Rosenheimer Platz,12.0,D52,LZA-Detektor,,11.59376 48.128308,11.59376,48.128308
562,10016013,16.0,Rosenheimer Platz,13.0,DV51,LZA-Detektor,,11.593729 48.128316,11.593729,48.128316
563,10018001,18.0,Ludwig-/ Von-der-Tann-Str.,1.0,D11,LZA-Detektor,,11.578774 48.144944,11.578774,48.144944
564,10018002,18.0,Ludwig-/ Von-der-Tann-Str.,2.0,D12,LZA-Detektor,,11.578683 48.144834,11.578683,48.144834
565,10018003,18.0,Ludwig-/ Von-der-Tann-Str.,3.0,D13,LZA-Detektor,,11.578636 48.144841,11.578636,48.144841
566,10018004,18.0,Ludwig-/ Von-der-Tann-Str.,4.0,D21,LZA-Detektor,,11.578237 48.145366,11.578237,48.145366
567,10018005,18.0,Ludwig-/ Von-der-Tann-Str.,5.0,D22,LZA-Detektor,,11.578251 48.145395,11.578251,48.145395
568,10018006,18.0,Ludwig-/ Von-der-Tann-Str.,6.0,D23,LZA-Detektor,,11.578264 48.145422,11.578264,48.145422
569,10018007,18.0,Ludwig-/ Von-der-Tann-Str.,7.0,D41,LZA-Detektor,,11.578902 48.145772,11.578902,48.145772
570,10018008,18.0,Ludwig-/ Von-der-Tann-Str.,8.0,D42,LZA-Detektor,,11.578937 48.145768,11.578937,48.145768
571,10018009,18.0,Ludwig-/ Von-der-Tann-Str.,9.0,D51,LZA-Detektor,,11.578929 48.145644,11.578929,48.145644
572,10018010,18.0,Ludwig-/ Von-der-Tann-Str.,10.0,D52,LZA-Detektor,,11.578969 48.145646,11.578969,48.145646
573,10018011,18.0,Ludwig-/ Von-der-Tann-Str.,11.0,D61,LZA-Detektor,,11.579448 48.145271,11.579448,48.145271
574,10018012,18.0,Ludwig-/ Von-der-Tann-Str.,12.0,D71,LZA-Detektor,,11.579441 48.145243,11.579441,48.145243
575,10018013,18.0,Ludwig-/ Von-der-Tann-Str.,13.0,D72,LZA-Detektor,,11.579424 48.145215,11.579424,48.145215
576,10018035,18.0,Ludwig-/ Von-der-Tann-Str.,35.0,DV11,LZA-Detektor,,11.580538 48.144874,11.580538,48.144874
577,10018036,18.0,Ludwig-/ Von-der-Tann-Str.,36.0,DV12,LZA-Detektor,,11.580555 48.144905,11.580555,48.144905
578,10018037,18.0,Ludwig-/ Von-der-Tann-Str.,37.0,D73,LZA-Detektor,,11.579465 48.145247,11.579465,48.145247
579,10019001,19.0,Lindwurm-/ Plinganserstr.,1.0,D11,LZA-Detektor,,11.541642 48.121837,11.541642,48.121837
580,10019002,19.0,Lindwurm-/ Plinganserstr.,2.0,D12,LZA-Detektor,,11.541665 48.121818,11.541665,48.121818
581,10019003,19.0,Lindwurm-/ Plinganserstr.,3.0,D21,LZA-Detektor,,11.541188 48.121232,11.541188,48.121232
582,10019004,19.0,Lindwurm-/ Plinganserstr.,4.0,D31,LZA-Detektor,,11.541152 48.121157,11.541152,48.121157
583,10019005,19.0,Lindwurm-/ Plinganserstr.,5.0,D41,LZA-Detektor,,11.541096 48.122117,11.541096,48.122117
584,10021001,21.0,Georg-Hirth-Platz,1.0,D11,LZA-Detektor,,11.555844 48.134213,11.555844,48.134213
585,10021002,21.0,Georg-Hirth-Platz,2.0,D31,LZA-Detektor,,11.555289 48.134947,11.555289,48.134947
586,10021003,21.0,Georg-Hirth-Platz,3.0,D41,LZA-Detektor,,11.555702 48.135192,11.555702,48.135192
587,10021004,21.0,Georg-Hirth-Platz,4.0,D42,LZA-Detektor,,11.555759 48.135273,11.555759,48.135273
588,10021005,21.0,Georg-Hirth-Platz,5.0,D51,LZA-Detektor,,11.556379 48.134842,11.556379,48.134842
589,10025001,25.0,Bayer-/ Martin-Greif-Str.,1.0,D11,LZA-Detektor,,11.550489 48.139034,11.550489,48.139034
590,10025002,25.0,Bayer-/ Martin-Greif-Str.,2.0,D12,LZA-Detektor,,11.550515 48.139008,11.550515,48.139008
591,10025003,25.0,Bayer-/ Martin-Greif-Str.,3.0,D31,LZA-Detektor,,11.549861 48.138577,11.549861,48.138577
592,10025004,25.0,Bayer-/ Martin-Greif-Str.,4.0,D32,LZA-Detektor,,11.549823 48.138577,11.549823,48.138577
593,10025005,25.0,Bayer-/ Martin-Greif-Str.,5.0,D71,LZA-Detektor,,11.548799 48.13892,11.548799,48.13892
594,10025006,25.0,Bayer-/ Martin-Greif-Str.,6.0,D72,LZA-Detektor,,11.548805 48.138947,11.548805,48.138947
595,10025007,25.0,Bayer-/ Martin-Greif-Str.,7.0,D81,LZA-Detektor,,11.549466 48.139027,11.549466,48.139027
596,10025008,25.0,Bayer-/ Martin-Greif-Str.,8.0,D82,LZA-Detektor,,11.549465 48.139004,11.549465,48.139004
597,10025009,,,,,,,11.549178 48.138927,11.549178,48.138927
598,10025021,,,,,,,11.550571 48.138985,11.550571,48.138985
599,10025022,,,,,,,11.549947 48.13895,11.549947,48.13895
600,10025023,,,,,,,11.550101 48.13897,11.550101,48.13897
601,10026001,26.0,Grasser-/ Landsberger Str.,1.0,D11,LZA-Detektor,,11.547757 48.139225,11.547757,48.139225
602,10026002,26.0,Grasser-/ Landsberger Str.,2.0,D12,LZA-Detektor,,11.547747 48.139196,11.547747,48.139196
603,10026004,26.0,Grasser-/ Landsberger Str.,4.0,D22,LZA-Detektor,,11.546532 48.139237,11.546532,48.139237
604,10026005,26.0,Grasser-/ Landsberger Str.,5.0,D31,LZA-Detektor,,11.54677 48.139251,11.54677,48.139251
