,DETEKTO,LZANR,NAME,DET_IND,DET_NAM,dtctr_t,dtctr_l,geometry
844,10069002,69.0,Georgen-/ Leopoldstr.,2.0,D12,LZA-Detektor,,POINT (11.582827 48.153707)
845,10069003,69.0,Georgen-/ Leopoldstr.,3.0,D13,LZA-Detektor,,POINT (11.5829 48.153949)
846,10069005,69.0,Georgen-/ Leopoldstr.,5.0,D31,LZA-Detektor,,POINT (11.58311 48.154532)
847,10069006,69.0,Georgen-/ Leopoldstr.,6.0,D32,LZA-Detektor,,POINT (11.583154 48.154522)
848,10070001,70.0,Cornelius-/ Erhardtstr.,1.0,D11,LZA-Detektor,,POINT (11.578893 48.129066)
849,10070002,70.0,Cornelius-/ Erhardtstr.,2.0,D12,LZA-Detektor,,POINT (11.57876 48.129036)
850,10070003,70.0,Cornelius-/ Erhardtstr.,3.0,D21,LZA-Detektor,,POINT (11.578991 48.129513)
851,10070004,70.0,Cornelius-/ Erhardtstr.,4.0,D31,LZA-Detektor,,POINT (11.57959 48.129528)
852,10070005,70.0,Cornelius-/ Erhardtstr.,5.0,D32,LZA-Detektor,,POINT (11.579732 48.129566)
853,10070006,70.0,Cornelius-/ Erhardtstr.,6.0,D41,LZA-Detektor,,POINT (11.579605 48.12947)
854,10070007,70.0,Cornelius-/ Erhardtstr.,7.0,D51,LZA-Detektor,,POINT (11.57958 48.129086)
855,10070008,70.0,Cornelius-/ Erhardtstr.,8.0,D52,LZA-Detektor,,POINT (11.579546 48.129066)
856,10070009,70.0,Cornelius-/ Erhardtstr.,9.0,D53,LZA-Detektor,,POINT (11.579438 48.129158)
857,10071001,71.0,Augusten-/ Briennerstr.,1.0,D11,LZA-Detektor,,POINT (11.5607636 48.1470643)
858,10071002,71.0,Augusten-/ Briennerstr.,2.0,D31,LZA-Detektor,,POINT (11.562071 48.1467225)
859,10072001,72.0,Luisen-/ Theresienstr.,1.0,D11,LZA-Detektor,,POINT (11.5666325 48.1501045)
860,10072002,72.0,Luisen-/ Theresienstr.,2.0,D21,LZA-Detektor,,POINT (11.5669613 48.1507011)
861,10072004,72.0,Luisen-/ Theresienstr.,4.0,D32,LZA-Detektor,,POINT (11.5673617 48.1502359)
862,10073001,73.0,Gabelsberger-/ Luisenstr.,1.0,D11,LZA-Detektor,,POINT (11.565414 48.148167)
863,10073002,73.0,Gabelsberger-/ Luisenstr.,2.0,D12,LZA-Detektor,,POINT (11.5653019 48.1480606)
864,10073003,73.0,Gabelsberger-/ Luisenstr.,3.0,D31,LZA-Detektor,,POINT (11.5655301 48.1484737)
865,10073004,73.0,Gabelsberger-/ Luisenstr.,4.0,D32,LZA-Detektor,,POINT (11.565649 48.1486593)
866,10074001,74.0,Brienner-/ Luisenstr.,1.0,D11,LZA-Detektor,,POINT (11.563694 48.145595)
867,10074002,74.0,Brienner-/ Luisenstr.,2.0,D21,LZA-Detektor,,POINT (11.563479 48.1462581)
868,10074003,74.0,Brienner-/ Luisenstr.,3.0,D22,LZA-Detektor,,POINT (11.5635028 48.1462859)
869,10074004,74.0,Brienner-/ Luisenstr.,4.0,D31,LZA-Detektor,,POINT (11.564422 48.14677)
870,10074005,74.0,Brienner-/ Luisenstr.,5.0,D41,LZA-Detektor,,POINT (11.564634 48.14629)
871,10074006,74.0,Brienner-/ Luisenstr.,6.0,D42,LZA-Detektor,,POINT (11.5646154 48.1462674)
872,10074007,74.0,Brienner-/ Luisenstr.,7.0,D51,LZA-Detektor,,POINT (11.5639521 48.1461928)
873,10074008,74.0,Brienner-/ Luisenstr.,8.0,D61,LZA-Detektor,,POINT (11.564017 48.1461933)
874,10074009,74.0,Brienner-/ Luisenstr.,9.0,D71,LZA-Detektor,,POINT (11.563782 48.145845)
875,10075001,75.0,Karl-/ Luisenstr.,1.0,D11,LZA-Detektor,,POINT (11.5625725 48.143864)
876,10075002,75.0,Karl-/ Luisenstr.,2.0,D12,LZA-Detektor,,POINT (11.562591 48.143955)
877,10075003,75.0,Karl-/ Luisenstr.,3.0,D21,LZA-Detektor,,POINT (11.562166 48.144333)
878,10075004,75.0,Karl-/ Luisenstr.,4.0,D31,LZA-Detektor,,POINT (11.562909 48.144524)
879,10075005,75.0,Karl-/ Luisenstr.,5.0,D32,LZA-Detektor,,POINT (11.562889 48.144432)
880,10075006,75.0,Karl-/ Luisenstr.,6.0,D41,LZA-Detektor,,POINT (11.563291 48.144028)
881,10076001,76.0,Elisen-/ Luisenstr.,1.0,D11,LZA-Detektor,,POINT (11.5613973 48.1415088)
882,10076002,76.0,Elisen-/ Luisenstr.,2.0,D12,LZA-Detektor,,POINT (11.5613598 48.1415074)
883,10076004,76.0,Elisen-/ Luisenstr.,4.0,D22,LZA-Detektor,,POINT (11.560788 48.1422553)
884,10076005,76.0,Elisen-/ Luisenstr.,5.0,D23,LZA-Detektor,,POINT (11.5608148 48.1422821)
885,10076006,76.0,Elisen-/ Luisenstr.,6.0,D31,LZA-Detektor,,POINT (11.5611978 48.1421641)
886,10076007,76.0,Elisen-/ Luisenstr.,7.0,D41,LZA-Detektor,,POINT (11.5616884 48.1425485)
887,10076008,76.0,Elisen-/ Luisenstr.,8.0,D42,LZA-Detektor,,POINT (11.5617232 48.1425431)
888,10076009,76.0,Elisen-/ Luisenstr.,9.0,D51,LZA-Detektor,,POINT (11.562136 48.1418717)
889,10076010,76.0,Elisen-/ Luisenstr.,10.0,D52,LZA-Detektor,,POINT (11.5621159 48.1418511)
890,10076011,76.0,Elisen-/ Luisenstr.,11.0,D61,LZA-Detektor,,POINT (11.5617448 48.1419628)
891,10076012,76.0,Elisen-/ Luisenstr.,12.0,D81,LZA-Detektor,,POINT (11.5614133 48.141855)
892,10077001,77.0,Dachauer-/ Lothstr.,1.0,D21,LZA-Detektor,,POINT (11.553428 48.154051)
893,10077002,77.0,Dachauer-/ Lothstr.,2.0,D31,LZA-Detektor,,POINT (11.553276 48.154556)
894,10077003,77.0,Dachauer-/ Lothstr.,3.0,D32,LZA-Detektor,,POINT (11.553242 48.154622)
895,10077004,77.0,Dachauer-/ Lothstr.,4.0,D41,LZA-Detektor,,POINT (11.5542863 48.1545378)
896,10077005,77.0,Dachauer-/ Lothstr.,5.0,D42,LZA-Detektor,,POINT (11.554323 48.154526)
897,10077006,77.0,Dachauer-/ Lothstr.,6.0,D51,LZA-Detektor,,POINT (11.555052 48.1534464)
898,10077007,77.0,Dachauer-/ Lothstr.,7.0,D52,LZA-Detektor,,POINT (11.555009 48.153408)
899,10077008,77.0,Dachauer-/ Lothstr.,8.0,D53,LZA-Detektor,,POINT (11.5533177 48.154755)
900,10078001,78.0,Einstein-/ Grillparzerstr.,1.0,D11,LZA-Detektor,,POINT (11.6085163 48.1360475)
901,10078002,78.0,Einstein-/ Grillparzerstr.,2.0,D12,LZA-Detektor,,POINT (11.6085028 48.1360717)
902,10078003,78.0,Einstein-/ Grillparzerstr.,3.0,D21,LZA-Detektor,,POINT (11.6087254 48.1361639)
903,10078004,78.0,Einstein-/ Grillparzerstr.,4.0,D31,LZA-Detektor,,POINT (11.6088625 48.1366066)
904,10078005,78.0,Einstein-/ Grillparzerstr.,5.0,D32,LZA-Detektor,,POINT (11.608896 48.1366102)
905,10078006,78.0,Einstein-/ Grillparzerstr.,6.0,D41,LZA-Detektor,,POINT (11.6098086 48.1365243)
906,10078007,78.0,Einstein-/ Grillparzerstr.,7.0,D51,LZA-Detektor,,POINT (11.6094679 48.1364563)
907,10078008,78.0,Einstein-/ Grillparzerstr.,8.0,D341,LZA-Detektor,,POINT (11.60983 48.136442)
908,10078009,78.0,Einstein-/ Grillparzerstr.,9.0,D61,LZA-Detektor,,POINT (11.6095922 48.1358324)
909,10078010,78.0,Einstein-/ Grillparzerstr.,10.0,D62,LZA-Detektor,,POINT (11.6095519 48.1358261)
910,10078011,78.0,Einstein-/ Grillparzerstr.,11.0,D361,LZA-Detektor,,POINT (11.6094755 48.1358226)
911,10079001,79.0,Ismaninger-/ Prinzregentenstr.,1.0,D11,LZA-Detektor,,POINT (11.599577 48.140774)
912,10079002,79.0,Ismaninger-/ Prinzregentenstr.,2.0,D12,LZA-Detektor,,POINT (11.599591 48.1408)
913,10079003,79.0,Ismaninger-/ Prinzregentenstr.,3.0,D21,LZA-Detektor,,POINT (11.60013 48.140858)
914,10079004,79.0,Ismaninger-/ Prinzregentenstr.,4.0,D22,LZA-Detektor,,POINT (11.600343 48.14108)
915,10079005,79.0,Ismaninger-/ Prinzregentenstr.,5.0,D31,LZA-Detektor,,POINT (11.600696 48.14063)
916,10079006,79.0,Ismaninger-/ Prinzregentenstr.,6.0,D32,LZA-Detektor,,POINT (11.600683 48.140606)
917,10079007,79.0,Ismaninger-/ Prinzregentenstr.,7.0,D41,LZA-Detektor,,POINT (11.600056 48.14055)
918,10079008,79.0,Ismaninger-/ Prinzregentenstr.,8.0,D42,LZA-Detektor,,POINT (11.599874 48.140312)
919,10080001,80.0,Dietlinden-/ Ungererstr.,1.0,D11,LZA-Detektor,,POINT (11.589958 48.16617)
920,10080002,80.0,Dietlinden-/ Ungererstr.,2.0,D12,LZA-Detektor,,POINT (11.589924 48.166182)
921,10080003,80.0,Dietlinden-/ Ungererstr.,3.0,D21,LZA-Detektor,,POINT (11.589851 48.166793)
922,10080004,80.0,Dietlinden-/ Ungererstr.,4.0,D22,LZA-Detektor,,POINT (11.589873 48.166809)
923,10080005,80.0,Dietlinden-/ Ungererstr.,5.0,D31,LZA-Detektor,,POINT (11.590645 48.167026)
924,10080006,80.0,Dietlinden-/ Ungererstr.,6.0,D32,LZA-Detektor,,POINT (11.590693 48.167004)
925,10080007,80.0,Dietlinden-/ Ungererstr.,7.0,D33,LZA-Detektor,,POINT (11.590451 48.166773)
926,10080008,80.0,Dietlinden-/ Ungererstr.,8.0,D41,LZA-Detektor,,POINT (11.590867 48.166364)
927,10080009,80.0,Dietlinden-/ Ungererstr.,9.0,D42,LZA-Detektor,,POINT (11.590549 48.166483)
928,10081001,81.0,Fasangarten-/ Unterhachinger Str.,1.0,D11,LZA-Detektor,,POINT (11.6254904 48.0958086)
929,10081002,81.0,Fasangarten-/ Unterhachinger Str.,2.0,D21,LZA-Detektor,,POINT (11.6253576 48.0962206)
930,10081003,81.0,Fasangarten-/ Unterhachinger Str.,3.0,D22,LZA-Detektor,,POINT (11.625021 48.0961167)
931,10081004,81.0,Fasangarten-/ Unterhachinger Str.,4.0,D31,LZA-Detektor,,POINT (11.6255551 48.0967859)
932,10081005,81.0,Fasangarten-/ Unterhachinger Str.,5.0,D41,LZA-Detektor,,POINT (11.6258326 48.0963708)
933,10081006,81.0,Fasangarten-/ Unterhachinger Str.,6.0,D42,LZA-Detektor,,POINT (11.6261424 48.0964228)
934,10081009,81.0,Fasangarten-/ Unterhachinger Str.,9.0,D53,LZA-Detektor,,POINT (11.6254817 48.0964043)
935,10083001,83.0,Anzinger-/ Rosenheimer Str.,1.0,D11,LZA-Detektor,,POINT (11.6068187 48.1204462)
936,10083002,83.0,Anzinger-/ Rosenheimer Str.,2.0,D12,LZA-Detektor,,POINT (11.6069471 48.1203245)
937,10083003,83.0,Anzinger-/ Rosenheimer Str.,3.0,D21,LZA-Detektor,,POINT (11.6066434 48.1204948)
938,10083005,83.0,Anzinger-/ Rosenheimer Str.,5.0,D32,LZA-Detektor,,POINT (11.6053592 48.120535)
939,10083006,83.0,Anzinger-/ Rosenheimer Str.,6.0,D33,LZA-Detektor,,POINT (11.6053504 48.1205632)
940,10083012,83.0,Anzinger-/ Rosenheimer Str.,12.0,D51,LZA-Detektor,,POINT (11.605386 48.1211736)
941,10083013,83.0,Anzinger-/ Rosenheimer Str.,13.0,D52,LZA-Detektor,,POINT (11.6054182 48.1211852)
942,10083014,83.0,Anzinger-/ Rosenheimer Str.,14.0,D61,LZA-Detektor,,POINT (11.6056547 48.1210417)
943,10083016,83.0,Anzinger-/ Rosenheimer Str.,16.0,D72,LZA-Detektor,,POINT (11.6068462 48.1209536)
944,10083017,83.0,Anzinger-/ Rosenheimer Str.,17.0,D73,LZA-Detektor,,POINT (11.6068576 48.1209236)
945,10083019,83.0,Anzinger-/ Rosenheimer Str.,19.0,DV71,LZA-Detektor,,POINT (11.6067421 48.1207967)
946,10083020,83.0,Anzinger-/ Rosenheimer Str.,20.0,DV72,LZA-Detektor,,POINT (11.606726 48.1208281)
947,10083044,83.0,Anzinger-/ Rosenheimer Str.,44.0,DV51,LZA-Detektor,,POINT (11.6059208 48.1211282)
948,10083045,83.0,Anzinger-/ Rosenheimer Str.,45.0,DV52,LZA-Detektor,,POINT (11.605882 48.1211147)
949,10084001,84.0,Theodolindenplatz,1.0,D11,LZA-Detektor,,POINT (11.556707 48.0901957)
950,10084002,84.0,Theodolindenplatz,2.0,D12,LZA-Detektor,,POINT (11.5566667 48.0902064)
951,10084004,84.0,Theodolindenplatz,4.0,D31,LZA-Detektor,,POINT (11.5563957 48.0905115)
952,10084005,84.0,Theodolindenplatz,5.0,D51,LZA-Detektor,,POINT (11.5573396 48.0907105)
953,10084006,84.0,Theodolindenplatz,6.0,D61,LZA-Detektor,,POINT (11.5573597 48.0906845)
954,10084012,84.0,Theodolindenplatz,12.0,D411,LZA-Detektor,,POINT (11.557156 48.0904532)
955,10084013,84.0,Theodolindenplatz,13.0,D421,LZA-Detektor,,POINT (11.5577472 48.0907123)
956,10085001,85.0,Lerchenfeld-/ Prinzregentenstr.,1.0,D11,LZA-Detektor,,POINT (11.5879288 48.1431296)
957,10085002,85.0,Lerchenfeld-/ Prinzregentenstr.,2.0,D12,LZA-Detektor,,POINT (11.5878069 48.1431791)
958,10085003,85.0,Lerchenfeld-/ Prinzregentenstr.,3.0,D13,LZA-Detektor,,POINT (11.5878177 48.1432059)
959,10085004,85.0,Lerchenfeld-/ Prinzregentenstr.,4.0,D21,LZA-Detektor,,POINT (11.589097 48.143024)
960,10085005,85.0,Lerchenfeld-/ Prinzregentenstr.,5.0,D22,LZA-Detektor,,POINT (11.5891319 48.1429865)
961,10085006,85.0,Lerchenfeld-/ Prinzregentenstr.,6.0,D23,LZA-Detektor,,POINT (11.5891198 48.1429623)
962,10086001,86.0,Fraunhofer-/ Müllerstr.,1.0,D11,LZA-Detektor,,POINT (11.5709742 48.1310703)
963,10086002,86.0,Fraunhofer-/ Müllerstr.,2.0,D21,LZA-Detektor,,POINT (11.5711858 48.1315874)
964,10086003,86.0,Fraunhofer-/ Müllerstr.,3.0,D22,LZA-Detektor,,POINT (11.5712086 48.1316071)
965,10086004,86.0,Fraunhofer-/ Müllerstr.,4.0,D31,LZA-Detektor,,POINT (11.572212 48.1317075)
966,10086005,86.0,Fraunhofer-/ Müllerstr.,5.0,D32,LZA-Detektor,,POINT (11.5721866 48.131728)
967,10086006,86.0,Fraunhofer-/ Müllerstr.,6.0,D41,LZA-Detektor,,POINT (11.5719214 48.1311255)
968,10086007,86.0,Fraunhofer-/ Müllerstr.,7.0,D42,LZA-Detektor,,POINT (11.5719817 48.1310287)
969,10086020,86.0,Fraunhofer-/ Müllerstr.,20.0,D33,LZA-Detektor,,POINT (11.5710856 48.1311732)
970,10087001,87.0,Hohenzollern-/ Leopoldstr.,1.0,D11,LZA-Detektor,,POINT (11.58528 48.158832)
971,10087002,87.0,Hohenzollern-/ Leopoldstr.,2.0,D12,LZA-Detektor,,POINT (11.585236 48.15884)
972,10087003,87.0,Hohenzollern-/ Leopoldstr.,3.0,D13,LZA-Detektor,,POINT (11.585255 48.15897)
973,10087004,87.0,Hohenzollern-/ Leopoldstr.,4.0,D21,LZA-Detektor,,POINT (11.585582 48.159748)
974,10087005,87.0,Hohenzollern-/ Leopoldstr.,5.0,D22,LZA-Detektor,,POINT (11.585546 48.159751)
975,10087006,87.0,Hohenzollern-/ Leopoldstr.,6.0,D23,LZA-Detektor,,POINT (11.585511 48.159758)
976,10087007,87.0,Hohenzollern-/ Leopoldstr.,7.0,D31,LZA-Detektor,,POINT (11.58577 48.159142)
977,10087008,87.0,Hohenzollern-/ Leopoldstr.,8.0,D41,LZA-Detektor,,POINT (11.585729 48.160168)
978,10087009,87.0,Hohenzollern-/ Leopoldstr.,9.0,D42,LZA-Detektor,,POINT (11.58577 48.160162)
979,10087010,87.0,Hohenzollern-/ Leopoldstr.,10.0,D311,LZA-Detektor,,POINT (11.5857446 48.1599987)
980,10088001,88.0,Bavariaring / Schwanthalerstr.,1.0,D11,LZA-Detektor,,POINT (11.5498357 48.1372186)
981,10088002,88.0,Bavariaring / Schwanthalerstr.,2.0,D12,LZA-Detektor,,POINT (11.5497914 48.1372204)
982,10088003,88.0,Bavariaring / Schwanthalerstr.,3.0,D21,LZA-Detektor,,POINT (11.5497378 48.1370719)
983,10088004,88.0,Bavariaring / Schwanthalerstr.,4.0,D32,LZA-Detektor,,POINT (11.5491207 48.1375081)
984,10088005,88.0,Bavariaring / Schwanthalerstr.,5.0,D33,LZA-Detektor,,POINT (11.5492494 48.1375385)
985,10088006,88.0,Bavariaring / Schwanthalerstr.,6.0,D51,LZA-Detektor,,POINT (11.5496789 48.1378459)
986,10088007,88.0,Bavariaring / Schwanthalerstr.,7.0,D52,LZA-Detektor,,POINT (11.5497164 48.1378503)
987,10088008,88.0,Bavariaring / Schwanthalerstr.,8.0,D71,LZA-Detektor,,POINT (11.550462 48.137569)
988,10091001,91.0,Hohenzollern-/ Schleißheimer Str.,1.0,D22,LZA-Detektor,,POINT (11.5633924 48.1604458)
989,10091002,91.0,Hohenzollern-/ Schleißheimer Str.,2.0,D23,LZA-Detektor,,POINT (11.5633528 48.1604565)
990,10091003,91.0,Hohenzollern-/ Schleißheimer Str.,3.0,D31,LZA-Detektor,,POINT (11.5625758 48.1610019)
991,10091005,91.0,Hohenzollern-/ Schleißheimer Str.,5.0,D41,LZA-Detektor,,POINT (11.5634221 48.1613022)
992,10091006,91.0,Hohenzollern-/ Schleißheimer Str.,6.0,D42,LZA-Detektor,,POINT (11.5634577 48.1612968)
993,10091007,91.0,Hohenzollern-/ Schleißheimer Str.,7.0,D61,LZA-Detektor,,POINT (11.5640536 48.1609695)
994,10091008,91.0,Hohenzollern-/ Schleißheimer Str.,8.0,D62,LZA-Detektor,,POINT (11.5640563 48.1609453)
995,10091009,91.0,Hohenzollern-/ Schleißheimer Str.,9.0,D33,LZA-Detektor,,POINT (11.5633669 48.1609355)
996,10091010,91.0,Hohenzollern-/ Schleißheimer Str.,10.0,D63,LZA-Detektor,,POINT (11.5633964 48.1609051)
997,10092001,92.0,Elisabeth-/ Schleißheimer Str.,1.0,D11,LZA-Detektor,,POINT (11.563067 48.15949)
998,10092002,92.0,Elisabeth-/ Schleißheimer Str.,2.0,D12,LZA-Detektor,,POINT (11.563003 48.159496)
999,10092003,92.0,Elisabeth-/ Schleißheimer Str.,3.0,D21,LZA-Detektor,,POINT (11.5625245 48.1598266)
1000,10092004,92.0,Elisabeth-/ Schleißheimer Str.,4.0,D22,LZA-Detektor,,POINT (11.562535 48.1598561)
1001,10092005,92.0,Elisabeth-/ Schleißheimer Str.,5.0,D23,LZA-Detektor,,POINT (11.562542 48.1598839)
1002,10092006,92.0,Elisabeth-/ Schleißheimer Str.,6.0,D31,LZA-Detektor,,POINT (11.563134 48.160261)
1003,10092007,92.0,Elisabeth-/ Schleißheimer Str.,7.0,D32,LZA-Detektor,,POINT (11.56318 48.160258)
1004,10092008,92.0,Elisabeth-/ Schleißheimer Str.,8.0,D33,LZA-Detektor,,POINT (11.563145 48.160015)
1005,10092009,92.0,Elisabeth-/ Schleißheimer Str.,9.0,D41,LZA-Detektor,,POINT (11.563739 48.159759)
1006,10093001,93.0,Kapuzinerplatz,1.0,D11,LZA-Detektor,,POINT (11.5578899 48.1265848)
1007,10093002,93.0,Kapuzinerplatz,2.0,D21,LZA-Detektor,,POINT (11.5583955 48.126658)
1008,10093003,93.0,Kapuzinerplatz,3.0,D22,LZA-Detektor,,POINT (11.5584303 48.1266642)
1009,10093004,93.0,Kapuzinerplatz,4.0,D31,LZA-Detektor,,POINT (11.5588978 48.126069)
1010,10093005,93.0,Kapuzinerplatz,5.0,D32,LZA-Detektor,,POINT (11.558989 48.1259848)
1011,10093006,93.0,Kapuzinerplatz,6.0,D33,LZA-Detektor,,POINT (11.5585637 48.1261192)
1012,10093007,93.0,Kapuzinerplatz,7.0,D41,LZA-Detektor,,POINT (11.5579572 48.1260488)
1013,10093008,93.0,Kapuzinerplatz,8.0,D42,LZA-Detektor,,POINT (11.5579398 48.1260555)
1014,10093009,93.0,Kapuzinerplatz,9.0,DV11,LZA-Detektor,,POINT (11.5579033 48.1266251)
1015,10093010,93.0,Kapuzinerplatz,10.0,DV31,LZA-Detektor,,POINT (11.5591889 48.1258572)
1016,10094001,94.0,Belgrad-/ Herzogstr.,1.0,D11,LZA-Detektor,,POINT (11.5748254 48.1621046)
1017,10094002,94.0,Belgrad-/ Herzogstr.,2.0,D12,LZA-Detektor,,POINT (11.5747932 48.1620965)
1018,10094003,94.0,Belgrad-/ Herzogstr.,3.0,D21,LZA-Detektor,,POINT (11.5741454 48.1625253)
1019,10094005,94.0,Belgrad-/ Herzogstr.,5.0,D32,LZA-Detektor,,POINT (11.574624 48.162896)
1020,10094006,94.0,Belgrad-/ Herzogstr.,6.0,D33,LZA-Detektor,,POINT (11.5747234 48.1625146)
1021,10094007,94.0,Belgrad-/ Herzogstr.,7.0,D41,LZA-Detektor,,POINT (11.575274 48.162533)
1022,10095001,95.0,Frankfurter Ring / Schleißheimer Str.,1.0,D11,LZA-Detektor,,POINT (11.5651449 48.1870275)
1023,10095002,95.0,Frankfurter Ring / Schleißheimer Str.,2.0,D12,LZA-Detektor,,POINT (11.5651382 48.1870552)
1024,10095003,95.0,Frankfurter Ring / Schleißheimer Str.,3.0,D21,LZA-Detektor,,POINT (11.5659471 48.1877076)
1025,10095004,95.0,Frankfurter Ring / Schleißheimer Str.,4.0,D22,LZA-Detektor,,POINT (11.5659941 48.187721)
1026,10095005,95.0,Frankfurter Ring / Schleißheimer Str.,5.0,D23,LZA-Detektor,,POINT (11.566049 48.1875413)
1027,10095006,95.0,Frankfurter Ring / Schleißheimer Str.,6.0,D31,LZA-Detektor,,POINT (11.5673372 48.1873544)
1028,10095007,95.0,Frankfurter Ring / Schleißheimer Str.,7.0,D32,LZA-Detektor,,POINT (11.5673412 48.1873249)
1029,10095008,95.0,Frankfurter Ring / Schleißheimer Str.,8.0,D41,LZA-Detektor,,POINT (11.566319 48.1868394)
1030,10095009,95.0,Frankfurter Ring / Schleißheimer Str.,9.0,D42,LZA-Detektor,,POINT (11.5662936 48.1867411)
1031,10095010,95.0,Frankfurter Ring / Schleißheimer Str.,10.0,D43,LZA-Detektor,,POINT (11.5662493 48.186733)
1032,10095011,95.0,Frankfurter Ring / Schleißheimer Str.,11.0,D44,LZA-Detektor,,POINT (11.5661729 48.186826)
1033,10095012,95.0,Frankfurter Ring / Schleißheimer Str.,12.0,D51,LZA-Detektor,,POINT (11.565389 48.187099)
1034,10095013,95.0,Frankfurter Ring / Schleißheimer Str.,13.0,D52,LZA-Detektor,,POINT (11.5653836 48.187133)
1035,10095014,95.0,Frankfurter Ring / Schleißheimer Str.,14.0,D61,LZA-Detektor,,POINT (11.5658921 48.1875225)
1036,10095015,95.0,Frankfurter Ring / Schleißheimer Str.,15.0,D62,LZA-Detektor,,POINT (11.5659297 48.1875288)
1037,10095016,95.0,Frankfurter Ring / Schleißheimer Str.,16.0,D71,LZA-Detektor,,POINT (11.5667724 48.1872482)
1038,10096001,96.0,Brudermühl-/ Plinganserstr.,1.0,D11,LZA-Detektor,,POINT (11.5395351 48.1104537)
1039,10096002,96.0,Brudermühl-/ Plinganserstr.,2.0,D12,LZA-Detektor,,POINT (11.5395929 48.1104546)
1040,10096003,96.0,Brudermühl-/ Plinganserstr.,3.0,D21,LZA-Detektor,,POINT (11.5396438 48.1104537)
1041,10096004,96.0,Brudermühl-/ Plinganserstr.,4.0,D31,LZA-Detektor,,POINT (11.5398854 48.1099584)
1042,10096005,96.0,Brudermühl-/ Plinganserstr.,5.0,D32,LZA-Detektor,,POINT (11.5398357 48.1099574)
1043,10097001,97.0,Ampfing-/ Berg-am-Laim-Str.,1.0,D11,LZA-Detektor,,POINT (11.615145 48.130943)
1044,10097002,97.0,Ampfing-/ Berg-am-Laim-Str.,2.0,D12,LZA-Detektor,,POINT (11.61496 48.131004)
1045,10097003,97.0,Ampfing-/ Berg-am-Laim-Str.,3.0,D21,LZA-Detektor,,POINT (11.615163 48.130993)
1046,10097004,97.0,Ampfing-/ Berg-am-Laim-Str.,4.0,D41,LZA-Detektor,,POINT (11.61559 48.13124)
1047,10097005,97.0,Ampfing-/ Berg-am-Laim-Str.,5.0,D42,LZA-Detektor,,POINT (11.615688 48.131382)
1048,10097007,97.0,Ampfing-/ Berg-am-Laim-Str.,7.0,D81,LZA-Detektor,,POINT (11.616297 48.130974)
1049,10097008,97.0,Ampfing-/ Berg-am-Laim-Str.,8.0,D82,LZA-Detektor,,POINT (11.616474 48.1309)
1050,10097009,97.0,Ampfing-/ Berg-am-Laim-Str.,9.0,D91,LZA-Detektor,,POINT (11.616278 48.13092)
1051,10097010,97.0,Ampfing-/ Berg-am-Laim-Str.,10.0,D111,LZA-Detektor,,POINT (11.615829 48.130695)
1052,10097011,97.0,Ampfing-/ Berg-am-Laim-Str.,11.0,D112,LZA-Detektor,,POINT (11.615721 48.130512)
1053,10097012,97.0,Ampfing-/ Berg-am-Laim-Str.,12.0,D113,LZA-Detektor,,POINT (11.615685 48.13052)
1054,10097013,97.0,Ampfing-/ Berg-am-Laim-Str.,13.0,D121,LZA-Detektor,,POINT (11.615739 48.130768)
1055,10097027,97.0,Ampfing-/ Berg-am-Laim-Str.,27.0,DV61,LZA-Detektor,,POINT (11.61532 48.131126)
1056,10097028,97.0,Ampfing-/ Berg-am-Laim-Str.,28.0,DV62,LZA-Detektor,,POINT (11.615311 48.131096)
1057,10100001,100.0,Franz-Josef-Strauß-R. / Prinzregentenstr.,1.0,D11,LZA-Detektor,,POINT (11.5841855 48.1435302)
1058,10100002,100.0,Franz-Josef-Strauß-R. / Prinzregentenstr.,2.0,D12,LZA-Detektor,,POINT (11.5840579 48.1433433)
1059,10100003,100.0,Franz-Josef-Strauß-R. / Prinzregentenstr.,3.0,D13,LZA-Detektor,,POINT (11.5840177 48.1433567)
1060,10100004,100.0,Franz-Josef-Strauß-R. / Prinzregentenstr.,4.0,D21,LZA-Detektor,,POINT (11.5840217 48.144195)
1061,10100006,100.0,Franz-Josef-Strauß-R. / Prinzregentenstr.,6.0,D32,LZA-Detektor,,POINT (11.5841236 48.1442362)
1062,10100007,100.0,Franz-Josef-Strauß-R. / Prinzregentenstr.,7.0,D41,LZA-Detektor,,POINT (11.5850173 48.1439023)
1063,10100008,100.0,Franz-Josef-Strauß-R. / Prinzregentenstr.,8.0,D42,LZA-Detektor,,POINT (11.5850133 48.1438808)
1064,10100009,100.0,Franz-Josef-Strauß-R. / Prinzregentenstr.,9.0,D51,LZA-Detektor,,POINT (11.5848201 48.1438853)
1065,10100010,100.0,Franz-Josef-Strauß-R. / Prinzregentenstr.,10.0,DV41,LZA-Detektor,,POINT (11.5851098 48.1437161)
1066,10100011,100.0,Franz-Josef-Strauß-R. / Prinzregentenstr.,11.0,DV42,LZA-Detektor,,POINT (11.5850977 48.1436947)
1067,10100012,100.0,Franz-Josef-Strauß-R. / Prinzregentenstr.,12.0,DV43,LZA-Detektor,,POINT (11.585079 48.1436642)
1068,10101001,101.0,Petuelring / Schleißheimer Str.,1.0,D11,LZA-Detektor,,POINT (11.5674832 48.1771556)
1069,10101002,101.0,Petuelring / Schleißheimer Str.,2.0,D12,LZA-Detektor,,POINT (11.5675207 48.1771654)
