,DETEKTO,LZANR,NAME,DET_IND,DET_NAM,dtctr_t,dtctr_l,geometry
1070,10101003,101.0,Petuelring / Schleißheimer Str.,3.0,D13,LZA-Detektor,,POINT (11.5675744 48.1771019)
1071,10101004,101.0,Petuelring / Schleißheimer Str.,4.0,D21,LZA-Detektor,,POINT (11.5683406 48.1769566)
1072,10101005,101.0,Petuelring / Schleißheimer Str.,5.0,D22,LZA-Detektor,,POINT (11.5683621 48.1769315)
1073,10101006,101.0,Petuelring / Schleißheimer Str.,6.0,D31,LZA-Detektor,,POINT (11.5681977 48.1768524)
1074,10101007,101.0,Petuelring / Schleißheimer Str.,7.0,D32,LZA-Detektor,,POINT (11.5682151 48.1768345)
1075,10101008,101.0,Petuelring / Schleißheimer Str.,8.0,D51,LZA-Detektor,,POINT (11.5676293 48.1761265)
1076,10101009,101.0,Petuelring / Schleißheimer Str.,9.0,D52,LZA-Detektor,,POINT (11.5675844 48.1761319)
1077,10101010,101.0,Petuelring / Schleißheimer Str.,10.0,D53,LZA-Detektor,,POINT (11.5675395 48.1761372)
1078,10101011,101.0,Petuelring / Schleißheimer Str.,11.0,D54,LZA-Detektor,,POINT (11.5675073 48.1761565)
1079,10101012,101.0,Petuelring / Schleißheimer Str.,12.0,D71,LZA-Detektor,,POINT (11.5669725 48.1762802)
1080,10101013,101.0,Petuelring / Schleißheimer Str.,13.0,D72,LZA-Detektor,,POINT (11.5669577 48.176303)
1081,10101014,101.0,Petuelring / Schleißheimer Str.,14.0,D73,LZA-Detektor,,POINT (11.5669416 48.1763285)
1082,10101015,101.0,Petuelring / Schleißheimer Str.,15.0,D74,LZA-Detektor,,POINT (11.5684766 48.1768501)
1083,10101016,101.0,Petuelring / Schleißheimer Str.,16.0,D75,LZA-Detektor,,POINT (11.5684558 48.1768694)
1084,10103001,103.0,Arcis-/ Gabelsbergerstr.,1.0,D11,LZA-Detektor,,POINT (11.5674811 48.1477726)
1085,10103002,103.0,Arcis-/ Gabelsbergerstr.,2.0,D12,LZA-Detektor,,POINT (11.5675026 48.1478003)
1086,10103003,103.0,Arcis-/ Gabelsbergerstr.,3.0,D21,LZA-Detektor,,POINT (11.5683 48.1480243)
1087,10103004,103.0,Arcis-/ Gabelsbergerstr.,4.0,D41,LZA-Detektor,,POINT (11.5677974 48.1471993)
1088,10104005,104.0,Arcis-/ Theresienstr.,5.0,D11,LZA-Detektor,,POINT (11.5699127 48.1495502)
1089,10104006,104.0,Arcis-/ Theresienstr.,6.0,D12,LZA-Detektor,,POINT (11.5698979 48.1495135)
1090,10104007,104.0,Arcis-/ Theresienstr.,7.0,D21,LZA-Detektor,,POINT (11.5691925 48.1493444)
1091,10104008,104.0,Arcis-/ Theresienstr.,8.0,D31,LZA-Detektor,,POINT (11.5695853 48.1500613)
1092,10105001,105.0,Augusten-/ Dachauer-/ Karlstr.,1.0,D11,LZA-Detektor,,POINT (11.5594187 48.1455903)
1093,10105002,105.0,Augusten-/ Dachauer-/ Karlstr.,2.0,D41,LZA-Detektor,,POINT (11.5590016 48.1452546)
1094,10105004,105.0,Augusten-/ Dachauer-/ Karlstr.,4.0,D61,LZA-Detektor,,POINT (11.5604692 48.1453317)
1095,10105005,105.0,Augusten-/ Dachauer-/ Karlstr.,5.0,D71,LZA-Detektor,,POINT (11.5608361 48.1447903)
1096,10105006,105.0,Augusten-/ Dachauer-/ Karlstr.,6.0,D72,LZA-Detektor,,POINT (11.56082 48.1447648)
1097,10105007,105.0,Augusten-/ Dachauer-/ Karlstr.,7.0,D81,LZA-Detektor,,POINT (11.5600105 48.1445571)
1098,10107001,107.0,Barer-/ Karlstr.,1.0,D11,LZA-Detektor,,POINT (11.567792 48.142384)
1099,10107002,107.0,Barer-/ Karlstr.,2.0,D21,LZA-Detektor,,POINT (11.567461 48.142796)
1100,10107004,107.0,Barer-/ Karlstr.,4.0,D32,LZA-Detektor,,POINT (11.568041 48.142982)
1101,10107005,107.0,Barer-/ Karlstr.,5.0,D41,LZA-Detektor,,POINT (11.568304 48.142567)
1102,10108001,108.0,Bauseweinallee / Verdistr.,1.0,D11,LZA-Detektor,,POINT (11.4770062 48.1643599)
1103,10108002,108.0,Bauseweinallee / Verdistr.,2.0,D12,LZA-Detektor,,POINT (11.4770008 48.1643353)
1104,10108004,108.0,Bauseweinallee / Verdistr.,4.0,D21,LZA-Detektor,,POINT (11.4761766 48.1641484)
1105,10108005,108.0,Bauseweinallee / Verdistr.,5.0,D31,LZA-Detektor,,POINT (11.475655 48.1643764)
1106,10108006,108.0,Bauseweinallee / Verdistr.,6.0,D32,LZA-Detektor,,POINT (11.4756644 48.1644051)
1107,10108007,108.0,Bauseweinallee / Verdistr.,7.0,D41,LZA-Detektor,,POINT (11.4764691 48.1645859)
1108,10108008,108.0,Bauseweinallee / Verdistr.,8.0,DV21,LZA-Detektor,,POINT (11.4761344 48.164156)
1109,10108009,108.0,Bauseweinallee / Verdistr.,9.0,DV41,LZA-Detektor,,POINT (11.4765094 48.1645783)
1110,10109001,109.0,Franz-Schrank-/ Menzinger Str.,1.0,D11,LZA-Detektor,,POINT (11.5033559 48.1644762)
1111,10109002,109.0,Franz-Schrank-/ Menzinger Str.,2.0,D12,LZA-Detektor,,POINT (11.5033519 48.1644511)
1112,10109003,109.0,Franz-Schrank-/ Menzinger Str.,3.0,D21,LZA-Detektor,,POINT (11.5020185 48.1644404)
1113,10109004,109.0,Franz-Schrank-/ Menzinger Str.,4.0,D22,LZA-Detektor,,POINT (11.5020261 48.1644667)
1114,10109005,109.0,Franz-Schrank-/ Menzinger Str.,5.0,D13,LZA-Detektor,,POINT (11.502633 48.1644331)
1115,10109006,109.0,Franz-Schrank-/ Menzinger Str.,6.0,D23,LZA-Detektor,,POINT (11.5026517 48.1644944)
1116,10110001,110.0,Amalienburg-/ Menzinger Str.,1.0,D11,LZA-Detektor,,POINT (11.4910171 48.1649744)
1117,10110002,110.0,Amalienburg-/ Menzinger Str.,2.0,D12,LZA-Detektor,,POINT (11.4909816 48.1649932)
1118,10110003,110.0,Amalienburg-/ Menzinger Str.,3.0,D21,LZA-Detektor,,POINT (11.4910602 48.1653371)
1119,10110004,110.0,Amalienburg-/ Menzinger Str.,4.0,D22,LZA-Detektor,,POINT (11.4911075 48.1652081)
1120,10110005,110.0,Amalienburg-/ Menzinger Str.,5.0,D31,LZA-Detektor,,POINT (11.492177 48.1656303)
1121,10110006,110.0,Amalienburg-/ Menzinger Str.,6.0,D32,LZA-Detektor,,POINT (11.4921978 48.1656079)
1122,10110007,110.0,Amalienburg-/ Menzinger Str.,7.0,D33,LZA-Detektor,,POINT (11.492222 48.165586)
1123,10111001,111.0,Lindenschmit-/ Plinganserstr.,1.0,D11,LZA-Detektor,,POINT (11.5404698 48.1179615)
1124,10111002,111.0,Lindenschmit-/ Plinganserstr.,2.0,D12,LZA-Detektor,,POINT (11.5404315 48.1179668)
1125,10111003,111.0,Lindenschmit-/ Plinganserstr.,3.0,D21,LZA-Detektor,,POINT (11.5402626 48.1183671)
1126,10111004,111.0,Lindenschmit-/ Plinganserstr.,4.0,D31,LZA-Detektor,,POINT (11.5404854 48.1187866)
1127,10111005,111.0,Lindenschmit-/ Plinganserstr.,5.0,D41,LZA-Detektor,,POINT (11.5412848 48.1184061)
1128,10111006,111.0,Lindenschmit-/ Plinganserstr.,6.0,D42,LZA-Detektor,,POINT (11.5412861 48.1183855)
1129,10111007,111.0,Lindenschmit-/ Plinganserstr.,7.0,D43,LZA-Detektor,,POINT (11.5407577 48.1183582)
1130,10113001,113.0,Tivoli-/ Widenmayerstr.,1.0,D11,LZA-Detektor,,POINT (11.5981382 48.1494258)
1131,10113002,113.0,Tivoli-/ Widenmayerstr.,2.0,D12,LZA-Detektor,,POINT (11.5982683 48.1493429)
1132,10113003,113.0,Tivoli-/ Widenmayerstr.,3.0,D21,LZA-Detektor,,POINT (11.5974708 48.1492798)
1133,10113004,113.0,Tivoli-/ Widenmayerstr.,4.0,D22,LZA-Detektor,,POINT (11.5974333 48.1492928)
1134,10113005,113.0,Tivoli-/ Widenmayerstr.,5.0,D41,LZA-Detektor,,POINT (11.597155 48.14977)
1135,10113006,113.0,Tivoli-/ Widenmayerstr.,6.0,D42,LZA-Detektor,,POINT (11.59688 48.149895)
1136,10113007,113.0,Tivoli-/ Widenmayerstr.,7.0,D61,LZA-Detektor,,POINT (11.597682 48.1500306)
1137,10113008,113.0,Tivoli-/ Widenmayerstr.,8.0,D62,LZA-Detektor,,POINT (11.5977169 48.150015)
1138,10113009,113.0,Tivoli-/ Widenmayerstr.,9.0,D111,LZA-Detektor,,POINT (11.59656 48.15013)
1139,10113010,113.0,Tivoli-/ Widenmayerstr.,10.0,D121,LZA-Detektor,,POINT (11.596338 48.149868)
1140,10113011,113.0,Tivoli-/ Widenmayerstr.,11.0,D122,LZA-Detektor,,POINT (11.596313 48.14988)
1141,10113012,113.0,Tivoli-/ Widenmayerstr.,12.0,D131,LZA-Detektor,,POINT (11.5961818 48.1502219)
1142,10113022,,,,,,,POINT (11.596928 48.14994)
1143,10113023,,,,,,,POINT (11.596262 48.149834)
1144,10113024,,,,,,,POINT (11.596616 48.15006)
1145,10113025,,,,,,,POINT (11.596517 48.149967)
1146,10114001,114.0,Orleansplatz Süd,1.0,D21,LZA-Detektor,,POINT (11.6033331 48.1279223)
1147,10114002,114.0,Orleansplatz Süd,2.0,D31,LZA-Detektor,,POINT (11.6028451 48.1274066)
1148,10114003,114.0,Orleansplatz Süd,3.0,D41,LZA-Detektor,,POINT (11.602507 48.127232)
1149,10114004,114.0,Orleansplatz Süd,4.0,D42,LZA-Detektor,,POINT (11.6024614 48.1272634)
1150,10114007,114.0,Orleansplatz Süd,7.0,D321,LZA-Detektor,,POINT (11.603396 48.127541)
1151,10116001,116.0,Truderinger-/ Ursberger Str.,1.0,D11,LZA-Detektor,,POINT (11.6445836 48.1310921)
1152,10117001,117.0,Barer-/ Schellingstr.,1.0,D11,LZA-Detektor,,POINT (11.5731393 48.1507869)
1153,10117002,117.0,Barer-/ Schellingstr.,2.0,D12,LZA-Detektor,,POINT (11.5732991 48.1510228)
1154,10117003,117.0,Barer-/ Schellingstr.,3.0,D21,LZA-Detektor,,POINT (11.5729329 48.1511186)
1155,10117004,117.0,Barer-/ Schellingstr.,4.0,D31,LZA-Detektor,,POINT (11.5734317 48.1512959)
1156,10117005,117.0,Barer-/ Schellingstr.,5.0,D32,LZA-Detektor,,POINT (11.5732716 48.1510327)
1157,10117006,117.0,Barer-/ Schellingstr.,6.0,D41,LZA-Detektor,,POINT (11.5736018 48.1509638)
1158,10118001,118.0,Elisabeth-/ Tengstr.,1.0,D21,LZA-Detektor,,POINT (11.5686277 48.1568667)
1159,10118002,118.0,Elisabeth-/ Tengstr.,2.0,D41,LZA-Detektor,,POINT (11.5685814 48.1565959)
1160,10119001,119.0,Blodig-/ Dülferstr.,1.0,D11,LZA-Detektor,,POINT (11.5557202 48.213319)
1161,10119002,119.0,Blodig-/ Dülferstr.,2.0,D21,LZA-Detektor,,POINT (11.5563585 48.2135391)
1162,10119003,119.0,Blodig-/ Dülferstr.,3.0,D31,LZA-Detektor,,POINT (11.5568232 48.213215)
1163,10119004,119.0,Blodig-/ Dülferstr.,4.0,D41,LZA-Detektor,,POINT (11.5563089 48.2130014)
1164,10120001,120.0,Haidenauplatz,1.0,D11,LZA-Detektor,,POINT (11.6097757 48.1320546)
1165,10120002,120.0,Haidenauplatz,2.0,D12,LZA-Detektor,,POINT (11.6096526 48.1320078)
1166,10120003,120.0,Haidenauplatz,3.0,D31,LZA-Detektor,,POINT (11.6095598 48.1326028)
1167,10120004,120.0,Haidenauplatz,4.0,D41,LZA-Detektor,,POINT (11.6101083 48.1329282)
1168,10120005,120.0,Haidenauplatz,5.0,D51,LZA-Detektor,,POINT (11.6101096 48.1328373)
1169,10120006,120.0,Haidenauplatz,6.0,D52,LZA-Detektor,,POINT (11.6101418 48.1328351)
1170,10120007,120.0,Haidenauplatz,7.0,D71,LZA-Detektor,,POINT (11.6107576 48.1322909)
1171,10120008,120.0,Haidenauplatz,8.0,D72,LZA-Detektor,,POINT (11.6107361 48.1322689)
1172,10120009,120.0,Haidenauplatz,9.0,D73,LZA-Detektor,,POINT (11.6105987 48.132294)
1173,10120035,120.0,Haidenauplatz,35.0,D111,LZA-Detektor,,POINT (11.6092166 48.1317769)
1174,10124001,124.0,Elsenheimer-/ Landsberger Str.,1.0,D11,LZA-Detektor,,POINT (11.5192806 48.1413489)
1175,10124002,124.0,Elsenheimer-/ Landsberger Str.,2.0,D12,LZA-Detektor,,POINT (11.5192712 48.1413291)
1176,10124003,124.0,Elsenheimer-/ Landsberger Str.,3.0,D21,LZA-Detektor,,POINT (11.5190969 48.141339)
1177,10124004,124.0,Elsenheimer-/ Landsberger Str.,4.0,D41,LZA-Detektor,,POINT (11.5187624 48.1409635)
1178,10124005,124.0,Elsenheimer-/ Landsberger Str.,5.0,D42,LZA-Detektor,,POINT (11.5187316 48.140967)
1179,10124006,124.0,Elsenheimer-/ Landsberger Str.,6.0,D43,LZA-Detektor,,POINT (11.5187302 48.1410571)
1180,10124007,124.0,Elsenheimer-/ Landsberger Str.,7.0,D44,LZA-Detektor,,POINT (11.5187726 48.1411845)
1181,10124008,124.0,Elsenheimer-/ Landsberger Str.,8.0,D51,LZA-Detektor,,POINT (11.5178842 48.1414117)
1182,10124009,124.0,Elsenheimer-/ Landsberger Str.,9.0,D52,LZA-Detektor,,POINT (11.5178909 48.1414206)
1183,10124010,124.0,Elsenheimer-/ Landsberger Str.,10.0,D61,LZA-Detektor,,POINT (11.517966 48.141426)
1184,10124011,124.0,Elsenheimer-/ Landsberger Str.,11.0,D62,LZA-Detektor,,POINT (11.5179714 48.1414358)
1185,10124012,124.0,Elsenheimer-/ Landsberger Str.,12.0,D81,LZA-Detektor,,POINT (11.5187355 48.1416051)
1186,10125001,125.0,Am Gasteig / Rosenheimer Str.,1.0,D11,LZA-Detektor,,POINT (11.5890556 48.1316148)
1187,10125002,125.0,Am Gasteig / Rosenheimer Str.,2.0,D21,LZA-Detektor,,POINT (11.5898506 48.1320271)
1188,10125003,125.0,Am Gasteig / Rosenheimer Str.,3.0,D31,LZA-Detektor,,POINT (11.5898305 48.1319904)
1189,10125004,125.0,Am Gasteig / Rosenheimer Str.,4.0,D51,LZA-Detektor,,POINT (11.5900001 48.1314509)
1190,10125005,125.0,Am Gasteig / Rosenheimer Str.,5.0,D52,LZA-Detektor,,POINT (11.5899787 48.1314321)
1191,10125006,125.0,Am Gasteig / Rosenheimer Str.,6.0,D53,LZA-Detektor,,POINT (11.5899559 48.1314151)
1192,10125007,125.0,Am Gasteig / Rosenheimer Str.,7.0,D61,LZA-Detektor,,POINT (11.589057 48.1315826)
1193,10125008,125.0,Am Gasteig / Rosenheimer Str.,8.0,D62,LZA-Detektor,,POINT (11.5890556 48.1315986)
1194,10126001,126.0,Bauberger-/ Dachauer Str.,1.0,D11,LZA-Detektor,,POINT (11.511849 48.1810097)
1195,10126002,126.0,Bauberger-/ Dachauer Str.,2.0,D12,LZA-Detektor,,POINT (11.5118544 48.1809837)
1196,10126003,126.0,Bauberger-/ Dachauer Str.,3.0,D21,LZA-Detektor,,POINT (11.5117712 48.181015)
1197,10126004,126.0,Bauberger-/ Dachauer Str.,4.0,D31,LZA-Detektor,,POINT (11.5112208 48.1808343)
1198,10126005,126.0,Bauberger-/ Dachauer Str.,5.0,D32,LZA-Detektor,,POINT (11.5112006 48.1808522)
1199,10126006,126.0,Bauberger-/ Dachauer Str.,6.0,D41,LZA-Detektor,,POINT (11.5111824 48.1813356)
1200,10126007,126.0,Bauberger-/ Dachauer Str.,7.0,D42,LZA-Detektor,,POINT (11.5111488 48.1813875)
1201,10126008,126.0,Bauberger-/ Dachauer Str.,8.0,D51,LZA-Detektor,,POINT (11.5112789 48.1813231)
1202,10126009,126.0,Bauberger-/ Dachauer Str.,9.0,D61,LZA-Detektor,,POINT (11.5118067 48.1812314)
1203,10126010,126.0,Bauberger-/ Dachauer Str.,10.0,D62,LZA-Detektor,,POINT (11.5118175 48.1812172)
1204,10127001,127.0,Auffahrtsalleen / Menzinger Str.,1.0,D011,LZA-Detektor,,POINT (11.5116499 48.1582022)
1205,10127002,127.0,Auffahrtsalleen / Menzinger Str.,2.0,D012,LZA-Detektor,,POINT (11.5116204 48.1581619)
1206,10127003,127.0,Auffahrtsalleen / Menzinger Str.,3.0,D021,LZA-Detektor,,POINT (11.511595 48.1581395)
1207,10127004,127.0,Auffahrtsalleen / Menzinger Str.,4.0,D022,LZA-Detektor,,POINT (11.5115909 48.1582415)
1208,10127005,127.0,Auffahrtsalleen / Menzinger Str.,5.0,D031,LZA-Detektor,,POINT (11.5112048 48.1583048)
1209,10127006,127.0,Auffahrtsalleen / Menzinger Str.,6.0,D051,LZA-Detektor,,POINT (11.5113749 48.1584602)
1210,10127007,127.0,Auffahrtsalleen / Menzinger Str.,7.0,D061,LZA-Detektor,,POINT (11.5118922 48.1583477)
1211,10127008,127.0,Auffahrtsalleen / Menzinger Str.,8.0,D062,LZA-Detektor,,POINT (11.5117916 48.1583325)
1212,10127009,127.0,Auffahrtsalleen / Menzinger Str.,9.0,D081,LZA-Detektor,,POINT (11.5115763 48.1586658)
1213,10127010,127.0,Auffahrtsalleen / Menzinger Str.,10.0,D091,LZA-Detektor,,POINT (11.511055 48.1587259)
1214,10127011,127.0,Auffahrtsalleen / Menzinger Str.,11.0,D101,LZA-Detektor,,POINT (11.5113049 48.1588296)
1215,10127012,127.0,Auffahrtsalleen / Menzinger Str.,12.0,D102,LZA-Detektor,,POINT (11.511333 48.1589047)
1216,10127013,127.0,Auffahrtsalleen / Menzinger Str.,13.0,D111,LZA-Detektor,,POINT (11.5117899 48.1587849)
1217,10127014,127.0,Auffahrtsalleen / Menzinger Str.,14.0,D121,LZA-Detektor,,POINT (11.5118007 48.1587688)
1218,10128001,128.0,Franziskaner-/ Gebsattelstr.,1.0,D11,LZA-Detektor,,POINT (11.588597 48.124584)
1219,10128002,128.0,Franziskaner-/ Gebsattelstr.,2.0,D12,LZA-Detektor,,POINT (11.588703 48.124672)
1220,10128003,128.0,Franziskaner-/ Gebsattelstr.,3.0,D13,LZA-Detektor,,POINT (11.588986 48.124825)
1221,10128004,128.0,Franziskaner-/ Gebsattelstr.,4.0,D21,LZA-Detektor,,POINT (11.588647 48.125053)
1222,10128005,128.0,Franziskaner-/ Gebsattelstr.,5.0,D31,LZA-Detektor,,POINT (11.589329 48.12505)
1223,10128006,128.0,Franziskaner-/ Gebsattelstr.,6.0,D32,LZA-Detektor,,POINT (11.58937 48.125034)
1224,10128028,,,,,,,POINT (11.5876665 48.123997)
1225,10128029,,,,,,,POINT (11.589075 48.1249)
1226,10129001,129.0,Boschetsrieder-/ Tölzer Str.,1.0,D21,LZA-Detektor,,POINT (11.538191 48.100594)
1227,10129002,129.0,Boschetsrieder-/ Tölzer Str.,2.0,D22,LZA-Detektor,,POINT (11.53823 48.1006)
1228,10130001,130.0,Steubenplatz,1.0,D11,LZA-Detektor,,POINT (11.5207275 48.1501383)
1229,10130002,130.0,Steubenplatz,2.0,D12,LZA-Detektor,,POINT (11.5209528 48.1500775)
1230,10130003,130.0,Steubenplatz,3.0,D13,LZA-Detektor,,POINT (11.5209367 48.1500578)
1231,10130004,130.0,Steubenplatz,4.0,D21,LZA-Detektor,,POINT (11.5204244 48.1497572)
1232,10130005,130.0,Steubenplatz,5.0,D22,LZA-Detektor,,POINT (11.5203815 48.1496694)
1233,10130006,130.0,Steubenplatz,6.0,D23,LZA-Detektor,,POINT (11.5203332 48.1498699)
1234,10130007,130.0,Steubenplatz,7.0,D41,LZA-Detektor,,POINT (11.5198535 48.1500843)
1235,10130008,130.0,Steubenplatz,8.0,D42,LZA-Detektor,,POINT (11.5195718 48.150172)
1236,10130009,130.0,Steubenplatz,9.0,D43,LZA-Detektor,,POINT (11.5199447 48.1501326)
1237,10130010,130.0,Steubenplatz,10.0,D51,LZA-Detektor,,POINT (11.520162 48.1505441)
1238,10130011,130.0,Steubenplatz,11.0,D52,LZA-Detektor,,POINT (11.5201995 48.1507337)
1239,10130012,130.0,Steubenplatz,12.0,D53,LZA-Detektor,,POINT (11.5202397 48.1504295)
1240,10131001,131.0,Romanplatz / Wotanstr.,1.0,D11,LZA-Detektor,,POINT (11.5119842 48.154378)
1241,10131002,131.0,Romanplatz / Wotanstr.,2.0,D12,LZA-Detektor,,POINT (11.5119627 48.1543565)
1242,10131003,131.0,Romanplatz / Wotanstr.,3.0,D13,LZA-Detektor,,POINT (11.5116082 48.1546737)
1243,10131004,131.0,Romanplatz / Wotanstr.,4.0,D14,LZA-Detektor,,POINT (11.5116324 48.1546719)
1244,10131005,131.0,Romanplatz / Wotanstr.,5.0,D21,LZA-Detektor,,POINT (11.5119627 48.1543091)
1245,10131006,131.0,Romanplatz / Wotanstr.,6.0,D41,LZA-Detektor,,POINT (11.5112515 48.1543228)
1246,10131007,131.0,Romanplatz / Wotanstr.,7.0,D51,LZA-Detektor,,POINT (11.5111629 48.1543444)
1247,10131008,131.0,Romanplatz / Wotanstr.,8.0,D52,LZA-Detektor,,POINT (11.5111656 48.1543614)
1248,10131009,131.0,Romanplatz / Wotanstr.,9.0,D61,LZA-Detektor,,POINT (11.5112305 48.1551245)
1249,10131010,131.0,Romanplatz / Wotanstr.,10.0,D71,LZA-Detektor,,POINT (11.5112734 48.1551281)
1250,10131011,131.0,Romanplatz / Wotanstr.,11.0,D72,LZA-Detektor,,POINT (11.5113271 48.1551263)
1251,10132001,132.0,Balan-/ Orleansstr.,1.0,D11,LZA-Detektor,,POINT (11.597264 48.123615)
1252,10132002,132.0,Balan-/ Orleansstr.,2.0,D12,LZA-Detektor,,POINT (11.597231 48.123596)
1253,10132003,132.0,Balan-/ Orleansstr.,3.0,D21,LZA-Detektor,,POINT (11.59646 48.123665)
1254,10132004,132.0,Balan-/ Orleansstr.,4.0,D22,LZA-Detektor,,POINT (11.596441 48.12369)
1255,10132005,132.0,Balan-/ Orleansstr.,5.0,D41,LZA-Detektor,,POINT (11.596692 48.12412)
1256,10132006,132.0,Balan-/ Orleansstr.,6.0,D51,LZA-Detektor,,POINT (11.597365 48.124134)
1257,10132023,132.0,Balan-/ Orleansstr.,23.0,DV51,LZA-Detektor,,POINT (11.5974245 48.124073)
1258,10132024,132.0,Balan-/ Orleansstr.,24.0,DV52,LZA-Detektor,,POINT (11.597398 48.12409)
1259,10132025,132.0,Balan-/ Orleansstr.,25.0,D42,LZA-Detektor,,POINT (11.596728 48.1241282)
1260,10132026,132.0,Balan-/ Orleansstr.,26.0,D52,LZA-Detektor,,POINT (11.597314 48.124073)
1261,10134001,134.0,Impler-/ Oberländerstr.,1.0,D41,LZA-Detektor,,POINT (11.5489302 48.1193611)
1262,10135001,135.0,Candidplatz,1.0,D11,LZA-Detektor,,POINT (11.5704274 48.1111328)
1263,10135002,135.0,Candidplatz,2.0,D12,LZA-Detektor,,POINT (11.5704033 48.1111149)
1264,10135003,135.0,Candidplatz,3.0,D21,LZA-Detektor,,POINT (11.5702907 48.1111829)
1265,10135004,135.0,Candidplatz,4.0,D22,LZA-Detektor,,POINT (11.5707628 48.1109287)
1266,10135005,135.0,Candidplatz,5.0,D41,LZA-Detektor,,POINT (11.5693126 48.1112624)
1267,10135006,135.0,Candidplatz,6.0,D42,LZA-Detektor,,POINT (11.5691946 48.1112392)
1268,10135007,135.0,Candidplatz,7.0,D43,LZA-Detektor,,POINT (11.5691731 48.1112606)
1269,10135008,135.0,Candidplatz,8.0,D44,LZA-Detektor,,POINT (11.5690659 48.1112338)
1270,10135009,135.0,Candidplatz,9.0,D45,LZA-Detektor,,POINT (11.5692751 48.1113162)
1271,10135011,135.0,Candidplatz,11.0,D61,LZA-Detektor,,POINT (11.5694626 48.1116959)
1272,10135012,135.0,Candidplatz,12.0,D62,LZA-Detektor,,POINT (11.5694492 48.111764)
1273,10135013,135.0,Candidplatz,13.0,D71,LZA-Detektor,,POINT (11.5695297 48.11173)
1274,10135014,135.0,Candidplatz,14.0,D72,LZA-Detektor,,POINT (11.5692775 48.1119323)
1275,10135015,135.0,Candidplatz,15.0,D81,LZA-Detektor,,POINT (11.5702994 48.1117049)
1276,10135016,135.0,Candidplatz,16.0,D82,LZA-Detektor,,POINT (11.5702109 48.1116226)
1277,10135017,135.0,Candidplatz,17.0,D83,LZA-Detektor,,POINT (11.5699669 48.1115635)
1278,10136001,136.0,Belgrad-/ Rümannstr.,1.0,D11,LZA-Detektor,,POINT (11.5729905 48.1749484)
1279,10136002,136.0,Belgrad-/ Rümannstr.,2.0,D21,LZA-Detektor,,POINT (11.5726775 48.1761871)
1280,10137001,137.0,Agnes-Bernauer-/ Lohensteinstr.,1.0,D11,LZA-Detektor,,POINT (11.4822377 48.1416804)
1281,10137002,137.0,Agnes-Bernauer-/ Lohensteinstr.,2.0,D21,LZA-Detektor,,POINT (11.4816047 48.1414621)
1282,10137003,137.0,Agnes-Bernauer-/ Lohensteinstr.,3.0,D31,LZA-Detektor,,POINT (11.4809932 48.1416554)
1283,10137004,137.0,Agnes-Bernauer-/ Lohensteinstr.,4.0,D41,LZA-Detektor,,POINT (11.4815733 48.1418271)
1284,10138001,138.0,Georgen-/ Nordendstr.,1.0,D11,LZA-Detektor,,POINT (11.5755767 48.1551128)
1285,10138002,138.0,Georgen-/ Nordendstr.,2.0,D21,LZA-Detektor,,POINT (11.5754284 48.1548396)
1286,10138004,138.0,Georgen-/ Nordendstr.,4.0,D32,LZA-Detektor,,POINT (11.5753232 48.1552972)
1287,10138005,138.0,Georgen-/ Nordendstr.,5.0,D33,LZA-Detektor,,POINT (11.5753634 48.155154)
1288,10139001,139.0,Lochhausener Str./ Rohrsängerplatz,1.0,D21,LZA-Detektor,,POINT (11.3987919 48.1797525)
1289,10139002,139.0,Lochhausener Str./ Rohrsängerplatz,2.0,D41,LZA-Detektor,,POINT (11.3988323 48.1795996)
1290,10139004,139.0,Lochhausener Str./ Rohrsängerplatz,4.0,DV11,LZA-Detektor,,POINT (11.3980865 48.1797105)
1291,10139005,139.0,Lochhausener Str./ Rohrsängerplatz,5.0,DV31,LZA-Detektor,,POINT (11.3992261 48.179656)
1292,10140001,140.0,Menzinger Str./ Wintrichring,1.0,D11,LZA-Detektor,,POINT (11.5072954 48.1637214)
1293,10140002,140.0,Menzinger Str./ Wintrichring,2.0,D12,LZA-Detektor,,POINT (11.5073531 48.1636677)
1294,10140003,140.0,Menzinger Str./ Wintrichring,3.0,D13,LZA-Detektor,,POINT (11.5073347 48.16364)
1295,10140004,140.0,Menzinger Str./ Wintrichring,4.0,D14,LZA-Detektor,,POINT (11.5069739 48.1636301)
1296,10140005,140.0,Menzinger Str./ Wintrichring,5.0,D31,LZA-Detektor,,POINT (11.5068385 48.1635246)
1297,10140006,140.0,Menzinger Str./ Wintrichring,6.0,D41,LZA-Detektor,,POINT (11.5061663 48.1638588)
1298,10140007,140.0,Menzinger Str./ Wintrichring,7.0,D42,LZA-Detektor,,POINT (11.5061542 48.1638525)
1299,10140008,140.0,Menzinger Str./ Wintrichring,8.0,D51,LZA-Detektor,,POINT (11.50635 48.1638104)
1300,10140009,140.0,Menzinger Str./ Wintrichring,9.0,D52,LZA-Detektor,,POINT (11.5063687 48.1638211)
1301,10140010,140.0,Menzinger Str./ Wintrichring,10.0,D61,LZA-Detektor,,POINT (11.507222 48.1642002)
1302,10140011,140.0,Menzinger Str./ Wintrichring,11.0,D71,LZA-Detektor,,POINT (11.5072006 48.1641376)
1303,10140012,140.0,Menzinger Str./ Wintrichring,12.0,D72,LZA-Detektor,,POINT (11.507226 48.1641313)
